$VISION
* File: C:\Users\gdt5762\Documents\MyFirstSim.inpx
* Comment: 
* Date: 5/2/2021 12:40:21 PM
* PTV Vissim: 2020.00 [13]
* 
* Table: Vehicles In Network
* 
* SIMSEC: SimSec, Simulation second (Simulation time [s]) [s]
* NO: No, Number (Unique vehicle number)
* COORDFRONTX: CoordFrontX, Coordinate front (x) (X-coordinate of vechicle’s front end)
* COORDFRONTY: CoordFrontY, Coordinate front (y) (Y-coordinate of vechicle’s front end)
* COORDFRONTZ: CoordFrontZ, Coordinate front (z) (Z-coordinate of vechicle’s front end) [m]
* SPEED: Speed, Speed (Speed at the end of the time step) [km/h]
* ORIENTATIONANGLE: OrientationAngle, Orientation angle
* 
* SimSec;No;CoordFrontX;CoordFrontY;CoordFrontZ;Speed;OrientationAngle
* Simulation second;Number;Coordinate front (x);Coordinate front (y);Coordinate front (z);Speed;Orientation angle
*
$VEHICLE:SIMSEC;NO;COORDFRONTX;COORDFRONTY;COORDFRONTZ;SPEED;ORIENTATIONANGLE
65.00;54;43.306;93.065;0.000;33.97;63.21
65.00;55;-45.586;123.173;0.000;49.23;0.25
65.00;56;165.300;134.369;0.000;55.00;181.07
65.00;57;-72.063;123.059;0.000;49.56;0.25
65.00;58;186.958;134.774;0.000;54.42;181.07
65.00;59;-92.783;122.969;0.000;50.58;0.25
65.00;60;208.966;135.185;0.000;50.70;181.07
65.10;15;7.788;25.727;0.000;56.86;247.31
65.10;26;76.369;172.769;0.000;48.57;68.26
65.10;32;227.074;129.507;0.000;53.92;1.64
65.10;34;53.165;135.399;0.000;0.00;246.05
65.10;36;-100.130;127.054;0.000;49.96;182.46
65.10;37;55.140;141.127;0.000;0.00;241.25
65.10;38;111.483;259.928;0.000;57.87;68.65
65.10;39;-61.250;128.727;0.000;51.05;182.46
65.10;40;-30.088;129.983;0.000;46.82;182.11
65.10;41;158.322;127.542;0.000;54.55;1.64
65.10;42;74.290;129.130;0.000;1.62;181.20
65.10;43;57.972;146.371;0.000;0.00;247.60
65.10;44;122.651;126.523;0.000;55.43;1.64
65.10;45;85.130;125.451;0.000;46.79;1.62
65.10;46;26.586;132.083;0.000;51.62;181.61
65.10;47;40.782;117.355;0.000;26.44;310.11
65.10;48;60.934;134.642;0.000;24.02;65.91
65.10;49;54.414;120.080;0.000;25.28;66.96
65.10;50;70.785;139.557;0.000;28.03;150.06
65.10;51;60.498;143.783;0.000;21.61;249.08
65.10;52;15.615;123.916;0.000;42.30;1.54
65.10;53;89.033;132.942;0.000;55.46;181.07
65.10;54;43.650;93.938;0.000;33.47;63.82
65.10;55;-44.219;123.178;0.000;49.19;0.25
65.10;56;163.772;134.340;0.000;55.04;181.07
65.10;57;-70.688;123.064;0.000;49.49;0.25
65.10;58;185.448;134.745;0.000;54.33;181.07
65.10;59;-91.379;122.975;0.000;50.50;0.25
65.10;60;207.557;135.159;0.000;50.76;181.07
65.20;15;7.177;24.272;0.000;56.76;247.29
65.20;26;76.869;174.023;0.000;48.66;68.26
65.20;34;53.165;135.399;0.000;0.00;246.05
65.20;36;-101.517;126.994;0.000;50.02;182.46
65.20;37;55.140;141.127;0.000;0.00;241.25
65.20;38;112.068;261.424;0.000;57.80;68.65
65.20;39;-62.668;128.666;0.000;51.13;182.46
65.20;40;-31.389;129.935;0.000;46.91;182.11
65.20;41;159.837;127.586;0.000;54.60;1.64
65.20;42;74.247;129.129;0.000;1.44;181.20
65.20;43;57.972;146.371;0.000;0.00;247.60
65.20;44;124.191;126.567;0.000;55.52;1.64
65.20;45;86.429;125.488;0.000;46.72;1.62
65.20;46;25.153;132.028;0.000;51.62;181.79
65.20;47;41.087;116.666;0.000;27.10;307.29
65.20;48;61.205;135.254;0.000;24.17;65.95
65.20;49;54.689;120.710;0.000;24.27;66.87
65.20;50;70.379;140.262;0.000;28.02;144.81
65.20;51;60.341;143.216;0.000;20.70;249.88
65.20;52;16.790;123.947;0.000;42.32;1.54
65.20;53;87.491;132.914;0.000;55.55;181.07
65.20;54;43.990;94.796;0.000;32.96;64.33
65.20;55;-42.852;123.184;0.000;49.18;0.25
65.20;56;162.243;134.312;0.000;55.08;181.07
65.20;57;-69.314;123.070;0.000;49.42;0.25
65.20;58;183.941;134.717;0.000;54.23;181.07
65.20;59;-89.978;122.981;0.000;50.43;0.25
65.20;60;206.146;135.133;0.000;50.82;181.07
65.20;61;-109.460;122.898;0.000;50.85;0.25
65.30;15;6.568;22.819;0.000;56.66;247.27
65.30;26;77.370;175.280;0.000;48.76;68.26
65.30;34;53.165;135.399;0.000;0.00;246.05
65.30;36;-102.906;126.935;0.000;50.07;182.46
65.30;37;55.140;141.127;0.000;0.00;241.25
65.30;38;112.652;262.919;0.000;57.72;68.65
65.30;39;-64.088;128.605;0.000;51.21;182.46
65.30;40;-32.692;129.887;0.000;47.00;182.11
65.30;41;161.354;127.629;0.000;54.64;1.64
65.30;42;74.210;129.128;0.000;1.27;181.20
65.30;43;57.972;146.371;0.000;0.00;247.60
65.30;44;125.734;126.611;0.000;55.62;1.64
65.30;45;87.725;125.525;0.000;46.66;1.63
65.30;46;23.721;131.973;0.000;51.61;181.90
65.30;47;41.353;115.940;0.000;27.83;304.25
65.30;48;61.475;135.868;0.000;24.12;66.00
65.30;49;54.956;121.314;0.000;23.27;66.76
65.30;50;70.036;141.002;0.000;28.14;139.58
65.30;51;60.325;142.643;0.000;19.80;252.46
65.30;52;17.967;123.979;0.000;42.47;1.54
65.30;53;85.947;132.885;0.000;55.63;181.07
65.30;54;44.326;95.641;0.000;32.45;64.77
65.30;55;-41.487;123.190;0.000;49.16;0.25
65.30;56;160.713;134.283;0.000;55.12;181.07
65.30;57;-67.942;123.076;0.000;49.36;0.25
65.30;58;182.436;134.689;0.000;54.13;181.07
65.30;59;-88.578;122.987;0.000;50.36;0.25
65.30;60;204.734;135.106;0.000;50.89;181.07
65.30;61;-108.048;122.904;0.000;50.84;0.25
65.40;15;5.960;21.369;0.000;56.56;247.27
65.40;26;77.885;176.534;0.000;48.86;68.10
65.40;34;53.165;135.399;0.000;0.00;246.05
65.40;36;-104.297;126.875;0.000;50.12;182.46
65.40;37;55.140;141.127;0.000;0.00;241.25
65.40;38;113.235;264.411;0.000;57.65;68.65
65.40;39;-65.511;128.544;0.000;51.30;182.46
65.40;40;-33.998;129.839;0.000;47.09;182.11
65.40;41;162.871;127.672;0.000;54.68;1.64
65.40;42;74.177;129.127;0.000;1.11;181.20
65.40;43;57.972;146.371;0.000;0.00;247.60
65.40;44;127.280;126.655;0.000;55.71;1.64
65.40;45;89.020;125.562;0.000;46.59;1.63
65.40;46;22.288;131.919;0.000;51.60;181.98
65.40;47;41.614;115.192;0.000;28.60;301.55
65.40;48;61.742;136.479;0.000;23.91;66.07
65.40;49;55.212;121.893;0.000;22.28;66.65
65.40;50;69.728;141.755;0.000;28.35;134.81
65.40;51;60.303;142.099;0.000;18.91;254.52
65.40;52;19.150;124.011;0.000;42.72;1.54
65.40;53;84.401;132.856;0.000;55.71;181.07
65.40;54;44.659;96.472;0.000;31.94;65.14
65.40;55;-40.121;123.196;0.000;49.14;0.25
65.40;56;159.182;134.254;0.000;55.15;181.07
65.40;57;-66.572;123.082;0.000;49.29;0.25
65.40;58;180.934;134.661;0.000;54.04;181.07
65.40;59;-87.180;122.993;0.000;50.28;0.25
65.40;60;203.319;135.080;0.000;50.95;181.07
65.40;61;-106.636;122.910;0.000;50.84;0.25
65.50;15;5.353;19.921;0.000;56.47;247.26
65.50;26;78.415;177.785;0.000;48.96;67.80
65.50;34;53.165;135.399;0.000;0.00;246.05
65.50;36;-105.688;126.815;0.000;50.18;182.46
65.50;37;55.140;141.127;0.000;0.00;241.25
65.50;38;113.818;265.901;0.000;57.57;68.65
65.50;39;-66.936;128.482;0.000;51.38;182.46
65.50;40;-35.307;129.790;0.000;47.18;182.11
65.50;41;164.390;127.716;0.000;54.73;1.64
65.50;42;74.148;129.126;0.000;0.97;181.20
65.50;43;57.972;146.371;0.000;0.00;247.60
65.50;44;128.828;126.700;0.000;55.81;1.64
65.50;45;90.312;125.599;0.000;46.53;1.63
65.50;46;20.856;131.865;0.000;51.59;182.03
65.50;47;41.820;114.403;0.000;29.36;298.42
65.50;48;62.006;137.083;0.000;23.56;66.12
65.50;49;55.457;122.446;0.000;21.29;66.57
65.50;50;69.456;142.525;0.000;28.64;130.34
65.50;51;60.278;141.581;0.000;18.03;256.15
65.50;52;20.341;124.043;0.000;43.06;1.54
65.50;53;82.853;132.827;0.000;55.79;181.07
65.50;54;44.987;97.289;0.000;31.44;65.45
65.50;55;-38.757;123.202;0.000;49.13;0.25
65.50;56;157.649;134.226;0.000;55.19;181.07
65.50;57;-65.204;123.088;0.000;49.22;0.25
65.50;58;179.434;134.633;0.000;53.95;181.07
65.50;59;-85.784;122.999;0.000;50.21;0.25
65.50;60;201.903;135.053;0.000;51.02;181.07
65.50;61;-105.223;122.916;0.000;50.84;0.25
65.60;15;4.747;18.476;0.000;56.37;247.26
65.60;26;78.945;179.039;0.000;49.05;67.60
65.60;34;53.165;135.399;0.000;0.00;246.05
65.60;36;-107.082;126.755;0.000;50.23;182.46
65.60;37;55.140;141.127;0.000;0.00;241.25
65.60;38;114.400;267.390;0.000;57.50;68.65
65.60;39;-68.363;128.421;0.000;51.47;182.46
65.60;40;-36.618;129.742;0.000;47.27;182.11
65.60;41;165.911;127.759;0.000;54.77;1.64
65.60;42;74.123;129.126;0.000;0.84;181.21
65.60;43;57.972;146.371;0.000;0.00;247.60
65.60;44;130.378;126.744;0.000;55.83;1.64
65.60;45;91.603;125.636;0.000;46.46;1.63
65.60;46;19.424;131.812;0.000;51.58;182.06
65.60;47;42.019;113.593;0.000;30.11;295.66
65.60;48;62.264;137.678;0.000;23.10;66.20
65.60;49;55.692;122.974;0.000;20.32;66.50
65.60;50;69.221;143.314;0.000;29.00;126.13
65.60;51;60.353;141.084;0.000;17.16;258.94
65.60;52;21.542;124.075;0.000;43.46;1.54
65.60;53;81.302;132.798;0.000;55.87;181.07
65.60;54;45.311;98.092;0.000;30.93;65.73
65.60;55;-37.392;123.208;0.000;49.12;0.25
65.60;56;156.116;134.197;0.000;55.23;181.07
65.60;57;-63.837;123.094;0.000;49.15;0.25
65.60;58;177.937;134.605;0.000;53.85;181.07
65.60;59;-84.391;123.005;0.000;50.14;0.25
65.60;60;200.485;135.027;0.000;51.08;181.07
65.60;61;-103.811;122.922;0.000;50.83;0.25
65.70;15;4.142;17.033;0.000;56.27;247.26
65.70;26;79.475;180.296;0.000;49.15;67.47
65.70;34;53.165;135.399;0.000;0.00;246.05
65.70;36;-108.476;126.695;0.000;50.29;182.46
65.70;37;55.140;141.127;0.000;0.00;241.25
65.70;38;114.981;268.876;0.000;57.42;68.65
65.70;39;-69.792;128.359;0.000;51.55;182.46
65.70;40;-37.931;129.693;0.000;47.36;182.11
65.70;41;167.432;127.803;0.000;54.81;1.64
65.70;42;74.101;129.125;0.000;0.74;181.21
65.70;43;57.972;146.371;0.000;0.00;247.60
65.70;44;131.929;126.788;0.000;55.92;1.64
65.70;45;92.894;125.673;0.000;46.47;1.63
65.70;46;17.992;131.759;0.000;51.58;182.08
65.70;47;42.151;112.745;0.000;30.85;292.42
65.70;48;62.514;138.260;0.000;22.53;66.29
65.70;49;55.917;123.477;0.000;19.36;66.41
65.70;50;69.007;144.116;0.000;29.44;122.33
65.70;51;60.422;140.615;0.000;16.30;261.24
65.70;52;22.755;124.107;0.000;43.94;1.54
65.70;53;79.749;132.769;0.000;55.96;181.07
65.70;54;45.631;98.882;0.000;30.43;65.96
65.70;55;-36.028;123.214;0.000;49.10;0.25
65.70;56;154.582;134.168;0.000;55.26;181.07
65.70;57;-62.473;123.100;0.000;49.08;0.25
65.70;58;176.443;134.577;0.000;53.76;181.07
65.70;59;-82.999;123.011;0.000;50.07;0.25
65.70;60;199.066;135.000;0.000;51.15;181.07
65.70;61;-102.400;122.928;0.000;50.82;0.25
65.80;15;3.538;15.593;0.000;56.18;247.25
65.80;26;80.005;181.555;0.000;49.25;67.39
65.80;34;53.165;135.399;0.000;0.00;246.05
65.80;36;-109.873;126.635;0.000;50.34;182.46
65.80;37;55.140;141.127;0.000;0.00;241.25
65.80;38;115.562;270.361;0.000;57.35;68.65
65.80;39;-71.224;128.298;0.000;51.63;182.46
65.80;40;-39.247;129.645;0.000;47.45;182.11
65.80;41;168.954;127.846;0.000;54.86;1.64
65.80;42;74.082;129.125;0.000;0.64;181.21
65.80;43;57.972;146.371;0.000;0.00;247.60
65.80;44;133.482;126.833;0.000;55.94;1.64
65.80;45;94.185;125.710;0.000;46.53;1.64
65.80;46;16.560;131.706;0.000;51.57;182.09
65.80;47;42.244;111.873;0.000;31.59;289.23
65.80;48;62.758;138.826;0.000;21.87;66.36
65.80;49;56.132;123.956;0.000;18.41;66.34
65.80;50;68.832;144.939;0.000;29.95;118.63
65.80;51;60.483;140.171;0.000;15.45;263.11
65.80;52;23.983;124.140;0.000;44.49;1.54
65.80;53;78.194;132.740;0.000;56.04;181.07
65.80;54;45.947;99.659;0.000;29.92;66.16
65.80;55;-34.664;123.220;0.000;49.09;0.25
65.80;56;153.047;134.140;0.000;55.30;181.07
65.80;57;-61.111;123.106;0.000;49.01;0.25
65.80;58;174.951;134.549;0.000;53.68;181.07
65.80;59;-81.609;123.017;0.000;50.00;0.25
65.80;60;197.644;134.974;0.000;51.21;181.07
65.80;61;-100.988;122.934;0.000;50.82;0.25
65.90;15;2.935;14.155;0.000;56.08;247.25
65.90;26;80.536;182.817;0.000;49.34;67.33
65.90;34;53.165;135.399;0.000;0.00;246.05
65.90;36;-111.271;126.575;0.000;50.39;182.46
65.90;37;55.140;141.127;0.000;0.00;241.25
65.90;38;116.141;271.844;0.000;57.27;68.65
65.90;39;-72.658;128.236;0.000;51.72;182.46
65.90;40;-40.566;129.596;0.000;47.54;182.11
65.90;41;170.478;127.890;0.000;54.90;1.64
65.90;42;74.065;129.124;0.000;0.53;181.21
65.90;43;57.972;146.371;0.000;0.00;247.60
65.90;44;135.036;126.877;0.000;55.94;1.64
65.90;45;95.478;125.747;0.000;46.60;1.64
65.90;46;15.129;131.653;0.000;51.56;182.10
65.90;47;42.295;110.977;0.000;32.32;286.03
65.90;48;62.992;139.376;0.000;21.13;66.43
65.90;49;56.335;124.411;0.000;17.47;66.29
65.90;50;68.669;145.777;0.000;30.52;115.39
65.90;51;60.556;139.753;0.000;14.62;264.92
65.90;52;25.227;124.174;0.000;45.11;1.54
65.90;53;76.637;132.711;0.000;56.12;181.07
65.90;54;46.257;100.423;0.000;29.42;66.33
65.90;55;-33.300;123.225;0.000;49.09;0.25
65.90;56;151.510;134.111;0.000;55.34;181.07
65.90;57;-59.750;123.112;0.000;48.95;0.25
65.90;58;173.461;134.521;0.000;53.60;181.07
65.90;59;-80.221;123.023;0.000;49.93;0.25
65.90;60;196.221;134.947;0.000;51.28;181.07
65.90;61;-99.577;122.940;0.000;50.74;0.25
66.00;15;2.333;12.720;0.000;55.98;247.25
66.00;26;81.068;184.082;0.000;49.44;67.29
66.00;34;53.165;135.399;0.000;0.00;246.05
66.00;37;55.140;141.127;0.000;0.00;241.25
66.00;38;116.720;273.324;0.000;57.20;68.65
66.00;39;-74.095;128.174;0.000;51.80;182.46
66.00;40;-41.887;129.547;0.000;47.63;182.11
66.00;41;172.003;127.933;0.000;54.94;1.64
66.00;42;74.052;129.124;0.000;0.43;181.21
66.00;43;57.972;146.371;0.000;0.00;247.60
66.00;44;136.590;126.921;0.000;56.01;1.64
66.00;45;96.772;125.784;0.000;46.66;1.64
66.00;46;13.698;131.600;0.000;51.56;182.10
66.00;47;42.237;110.055;0.000;33.04;282.03
66.00;48;63.218;139.911;0.000;20.70;66.54
66.00;49;56.529;124.842;0.000;16.55;66.23
66.00;50;68.552;146.638;0.000;31.11;112.09
66.00;51;60.677;139.366;0.000;13.79;267.22
66.00;52;26.489;124.208;0.000;45.76;1.54
66.00;53;75.077;132.683;0.000;56.20;181.06
66.00;54;46.563;101.173;0.000;28.92;66.48
66.00;55;-31.937;123.231;0.000;49.08;0.25
66.00;56;149.973;134.082;0.000;55.37;181.07
66.00;57;-58.392;123.117;0.000;48.88;0.25
66.00;58;171.974;134.493;0.000;53.52;181.07
66.00;59;-78.835;123.029;0.000;49.86;0.25
66.00;60;194.796;134.920;0.000;51.34;181.07
66.00;61;-98.169;122.946;0.000;50.67;0.25
66.10;15;1.732;11.287;0.000;55.88;247.25
66.10;26;81.600;185.350;0.000;49.54;67.27
66.10;34;53.165;135.399;0.000;0.00;246.05
66.10;37;55.140;141.127;0.000;0.00;241.25
66.10;38;117.299;274.803;0.000;57.12;68.65
66.10;39;-75.533;128.112;0.000;51.89;182.46
66.10;40;-43.210;129.498;0.000;47.72;182.11
66.10;41;173.529;127.977;0.000;54.99;1.64
66.10;42;74.042;129.123;0.000;0.32;181.21
66.10;43;57.972;146.371;0.000;0.00;247.60
66.10;44;138.145;126.966;0.000;56.01;1.64
66.10;45;98.069;125.821;0.000;46.73;1.64
66.10;46;12.267;131.547;0.000;51.55;182.11
66.10;47;42.106;109.121;0.000;33.76;277.89
66.10;48;63.438;140.433;0.000;20.13;66.63
66.10;49;56.713;125.250;0.000;15.64;66.17
66.10;50;68.440;147.512;0.000;31.70;109.29
66.10;51;60.787;139.001;0.000;12.99;269.12
66.10;52;27.768;124.242;0.000;46.40;1.54
66.10;53;73.515;132.657;0.000;56.28;181.02
66.10;54;46.864;101.911;0.000;28.42;66.61
66.10;55;-30.574;123.216;0.000;49.08;0.00
66.10;56;148.435;134.053;0.000;55.41;181.07
66.10;57;-57.035;123.123;0.000;48.81;0.25
66.10;58;170.489;134.466;0.000;53.44;181.07
66.10;59;-77.451;123.035;0.000;49.78;0.25
66.10;60;193.370;134.894;0.000;51.40;181.07
66.10;61;-96.762;122.952;0.000;50.60;0.25
66.20;15;1.132;9.857;0.000;55.79;247.25
66.20;26;82.134;186.620;0.000;49.64;67.25
66.20;34;53.165;135.399;0.000;0.00;246.05
66.20;37;55.140;141.127;0.000;0.00;241.25
66.20;38;117.876;276.280;0.000;57.05;68.65
66.20;39;-76.975;128.050;0.000;51.97;182.46
66.20;40;-44.536;129.450;0.000;47.81;182.11
66.20;41;175.057;128.021;0.000;55.03;1.64
66.20;42;74.034;129.123;0.000;0.22;181.21
66.20;43;57.972;146.371;0.000;0.00;247.60
66.20;44;139.701;127.010;0.000;56.08;1.64
66.20;45;99.367;125.858;0.000;46.79;1.64
66.20;46;10.836;131.494;0.000;51.55;182.11
66.20;47;41.879;108.182;0.000;34.47;273.36
66.20;48;63.652;140.940;0.000;19.44;66.70
66.20;49;56.886;125.634;0.000;14.75;66.13
66.20;50;68.385;148.410;0.000;32.28;106.24
66.20;51;60.887;138.660;0.000;12.19;270.70
66.20;52;29.066;124.277;0.000;47.03;1.54
66.20;53;71.950;132.635;0.000;56.36;180.95
66.20;54;47.160;102.635;0.000;27.92;66.72
66.20;55;-29.210;123.190;0.000;49.17;359.71
66.20;56;146.895;134.024;0.000;55.45;181.07
66.20;57;-55.680;123.129;0.000;48.74;0.25
66.20;58;169.005;134.438;0.000;53.37;181.07
66.20;59;-76.069;123.041;0.000;49.71;0.25
66.20;60;191.941;134.867;0.000;51.47;181.07
66.20;61;-95.358;122.958;0.000;50.52;0.25
66.30;15;0.533;8.429;0.000;55.69;247.25
66.30;26;82.668;187.892;0.000;49.73;67.24
66.30;34;53.165;135.399;0.000;0.00;246.05
66.30;37;55.140;141.127;0.000;0.00;241.25
66.30;38;118.453;277.755;0.000;56.97;68.65
66.30;39;-78.418;127.988;0.000;52.06;182.46
66.30;40;-45.864;129.393;0.000;47.91;182.21
66.30;41;176.585;128.064;0.000;55.07;1.64
66.30;42;74.029;129.123;0.000;0.11;181.21
66.30;43;57.972;146.371;0.000;0.00;247.60
66.30;44;141.260;127.055;0.000;56.18;1.64
66.30;45;100.668;125.895;0.000;46.86;1.64
66.30;46;9.405;131.441;0.000;51.54;182.11
66.30;47;41.515;107.257;0.000;35.17;268.02
66.30;48;63.854;141.428;0.000;18.64;66.82
66.30;49;57.049;125.997;0.000;13.87;66.09
66.30;50;68.334;149.321;0.000;32.85;103.70
66.30;51;60.978;138.340;0.000;11.42;272.02
66.30;52;30.380;124.312;0.000;47.66;1.54
66.30;53;70.384;132.615;0.000;56.45;180.87
66.30;54;47.452;103.346;0.000;27.42;66.81
66.30;55;-27.842;123.165;0.000;49.34;359.52
66.30;56;145.355;133.996;0.000;55.48;181.07
66.30;57;-54.327;123.135;0.000;48.67;0.25
66.30;58;167.524;134.410;0.000;53.30;181.07
66.30;59;-74.689;123.047;0.000;49.64;0.25
66.30;60;190.511;134.840;0.000;51.53;181.07
66.30;61;-93.956;122.964;0.000;50.45;0.25
66.40;15;-0.065;7.004;0.000;55.59;247.25
66.40;26;83.203;189.167;0.000;49.83;67.24
66.40;34;53.165;135.399;0.000;0.00;246.05
66.40;37;55.140;141.127;0.000;0.00;241.25
66.40;38;119.028;279.228;0.000;56.90;68.65
66.40;39;-79.864;127.926;0.000;52.14;182.46
66.40;40;-47.195;129.334;0.000;48.00;182.29
66.40;41;178.115;128.108;0.000;55.12;1.64
66.40;42;74.028;129.123;0.000;0.01;181.21
66.40;43;57.972;146.371;0.000;0.00;247.60
66.40;44;142.820;127.099;0.000;56.20;1.64
66.40;45;101.970;125.932;0.000;46.92;1.64
66.40;46;7.974;131.388;0.000;51.54;182.11
66.40;47;41.080;106.344;0.000;35.87;262.90
66.40;48;64.047;141.896;0.000;17.74;66.93
66.40;49;57.202;126.337;0.000;13.01;66.06
66.40;50;68.345;150.251;0.000;33.43;100.86
66.40;51;61.076;138.045;0.000;10.66;273.34
66.40;52;31.712;124.348;0.000;48.28;1.54
66.40;53;68.815;132.599;0.000;56.53;180.78
66.40;54;47.738;104.044;0.000;26.92;66.90
66.40;55;-26.468;123.142;0.000;49.58;359.39
66.40;56;143.813;133.967;0.000;55.52;181.07
66.40;57;-52.976;123.141;0.000;48.60;0.25
66.40;58;166.044;134.383;0.000;53.24;181.07
66.40;59;-73.312;123.053;0.000;49.57;0.25
66.40;60;189.079;134.813;0.000;51.60;181.07
66.40;61;-92.555;122.970;0.000;50.38;0.25
66.50;15;-0.661;5.581;0.000;55.50;247.25
66.50;26;83.740;190.445;0.000;49.93;67.23
66.50;34;53.165;135.399;0.000;0.00;246.05
66.50;37;55.140;141.127;0.000;0.00;241.25
66.50;38;119.604;280.698;0.000;56.82;68.65
66.50;39;-81.312;127.864;0.000;52.22;182.46
66.50;40;-48.528;129.276;0.000;48.09;182.35
66.50;41;179.646;128.152;0.000;55.16;1.64
66.50;42;74.028;129.123;0.000;0.00;181.21
66.50;43;57.972;146.371;0.000;0.00;247.60
66.50;44;144.380;127.144;0.000;56.20;1.64
66.50;45;103.273;125.970;0.000;46.99;1.64
66.50;46;6.544;131.335;0.000;51.53;182.11
66.50;47;40.654;105.417;0.000;36.56;259.01
66.50;48;64.229;142.339;0.000;16.76;67.01
66.50;49;57.346;126.656;0.000;12.17;66.03
66.50;50;68.376;151.193;0.000;33.99;98.30
66.50;51;61.197;137.777;0.000;9.92;274.94
66.50;52;33.062;124.384;0.000;48.90;1.54
66.50;53;67.243;132.584;0.000;56.61;180.70
66.50;54;48.019;104.729;0.000;26.42;66.97
66.50;55;-25.086;123.119;0.000;49.90;359.30
66.50;56;142.271;133.938;0.000;55.56;181.07
66.50;57;-51.627;123.147;0.000;48.54;0.25
66.50;58;164.567;134.355;0.000;53.18;181.07
66.50;59;-71.936;123.059;0.000;49.49;0.25
66.50;60;187.645;134.787;0.000;51.66;181.07
66.50;61;-91.157;122.976;0.000;50.30;0.25
66.60;15;-1.257;4.160;0.000;55.40;247.25
66.60;26;84.277;191.724;0.000;50.02;67.23
66.60;34;53.165;135.399;0.000;0.00;246.05
66.60;37;55.140;141.127;0.000;0.00;241.25
66.60;38;120.178;282.167;0.000;56.75;68.65
66.60;39;-82.762;127.801;0.000;52.31;182.46
66.60;40;-49.864;129.218;0.000;48.18;182.39
66.60;41;181.178;128.195;0.000;55.20;1.64
66.60;42;74.028;129.123;0.000;0.00;181.21
66.60;43;57.972;146.371;0.000;0.00;247.60
66.60;44;145.942;127.189;0.000;56.27;1.64
66.60;45;104.579;126.007;0.000;47.05;1.64
66.60;46;5.113;131.283;0.000;51.53;182.11
66.60;47;40.236;104.473;0.000;37.25;256.13
66.60;48;64.401;142.755;0.000;15.70;67.08
66.60;49;57.481;126.953;0.000;11.34;66.00
66.60;50;68.453;152.150;0.000;34.56;95.68
66.60;51;61.307;137.529;0.000;9.20;276.30
66.60;52;34.428;124.419;0.000;49.51;1.52
66.60;53;65.670;132.573;0.000;56.69;180.61
66.60;54;48.295;105.402;0.000;25.92;67.03
66.60;55;-23.697;123.097;0.000;50.14;359.24
66.60;56;140.727;133.909;0.000;55.59;181.07
66.60;57;-50.280;123.152;0.000;48.47;0.25
66.60;58;163.090;134.327;0.000;53.12;181.07
66.60;59;-70.562;123.065;0.000;49.42;0.25
66.60;60;186.209;134.760;0.000;51.73;181.07
66.60;61;-89.761;122.982;0.000;50.23;0.25
66.70;15;-1.852;2.743;0.000;55.30;247.25
66.70;26;84.816;193.007;0.000;50.12;67.23
66.70;34;53.165;135.399;0.000;0.00;246.05
66.70;37;55.140;141.127;0.000;0.00;241.25
66.70;38;120.751;283.635;0.000;56.67;68.65
66.70;39;-84.215;127.739;0.000;52.39;182.46
66.70;40;-51.202;129.160;0.000;48.27;182.41
66.70;41;182.712;128.239;0.000;55.25;1.64
66.70;42;74.028;129.123;0.000;0.00;181.21
66.70;43;57.972;146.371;0.000;0.00;247.60
66.70;44;147.504;127.233;0.000;56.27;1.64
66.70;45;105.886;126.044;0.000;47.12;1.64
66.70;46;3.683;131.230;0.000;51.52;182.11
66.70;47;39.822;103.510;0.000;37.93;254.00
66.70;48;64.559;143.145;0.000;14.58;67.18
66.70;49;57.606;127.230;0.000;10.54;65.97
66.70;50;68.592;153.116;0.000;35.12;92.83
66.70;51;61.407;137.299;0.000;8.50;277.44
66.70;52;35.811;124.454;0.000;50.12;1.50
66.70;53;64.095;132.562;0.000;56.70;180.54
66.70;54;48.566;106.061;0.000;25.42;67.09
66.70;55;-22.302;123.075;0.000;50.31;359.20
66.70;56;139.183;133.880;0.000;55.63;181.07
66.70;57;-48.934;123.158;0.000;48.40;0.25
66.70;58;161.616;134.300;0.000;53.07;181.07
66.70;59;-69.190;123.071;0.000;49.35;0.25
66.70;60;184.771;134.733;0.000;51.79;181.07
66.70;61;-88.367;122.988;0.000;50.15;0.25
66.80;15;-2.445;1.327;0.000;55.20;247.24
66.80;26;85.355;194.292;0.000;50.22;67.23
66.80;34;53.165;135.399;0.000;0.00;246.05
66.80;37;55.140;141.127;0.000;0.00;241.25
66.80;38;121.324;285.100;0.000;56.59;68.65
66.80;39;-85.670;127.676;0.000;52.48;182.46
66.80;40;-52.543;129.102;0.000;48.36;182.43
66.80;41;184.246;128.283;0.000;55.29;1.64
66.80;42;74.028;129.123;0.000;0.00;181.21
66.80;43;57.972;146.371;0.000;0.00;247.60
66.80;44;149.067;127.278;0.000;56.34;1.64
66.80;45;107.196;126.082;0.000;47.18;1.64
66.80;46;2.253;131.177;0.000;51.52;182.11
66.80;47;39.410;102.528;0.000;38.60;252.45
66.80;48;64.704;143.506;0.000;13.38;67.29
66.80;49;57.722;127.487;0.000;9.76;65.95
66.80;50;68.769;154.091;0.000;35.67;90.09
66.80;51;61.498;137.088;0.000;7.83;278.41
66.80;52;37.212;124.486;0.000;50.72;1.44
66.80;53;62.520;132.553;0.000;56.69;180.47
66.80;54;48.832;106.708;0.000;24.93;67.14
