$VISION
* File: C:\Users\gdt5762\Documents\MyFirstSim.inpx
* Comment: 
* Date: 5/2/2021 12:40:21 PM
* PTV Vissim: 2020.00 [13]
* 
* Table: Vehicles In Network
* 
* SIMSEC: SimSec, Simulation second (Simulation time [s]) [s]
* NO: No, Number (Unique vehicle number)
* COORDFRONTX: CoordFrontX, Coordinate front (x) (X-coordinate of vechicle’s front end)
* COORDFRONTY: CoordFrontY, Coordinate front (y) (Y-coordinate of vechicle’s front end)
* COORDFRONTZ: CoordFrontZ, Coordinate front (z) (Z-coordinate of vechicle’s front end) [m]
* SPEED: Speed, Speed (Speed at the end of the time step) [km/h]
* ORIENTATIONANGLE: OrientationAngle, Orientation angle
* 
* SimSec;No;CoordFrontX;CoordFrontY;CoordFrontZ;Speed;OrientationAngle
* Simulation second;Number;Coordinate front (x);Coordinate front (y);Coordinate front (z);Speed;Orientation angle
*
$VEHICLE:SIMSEC;NO;COORDFRONTX;COORDFRONTY;COORDFRONTZ;SPEED;ORIENTATIONANGLE
30.50;18;35.476;74.446;0.000;51.28;56.57
30.50;19;152.955;134.138;0.000;51.27;181.07
30.50;20;90.937;226.029;0.000;54.53;246.13
30.50;21;176.567;134.579;0.000;52.68;181.07
30.50;22;-61.526;123.104;0.000;56.22;0.25
30.50;23;11.677;25.574;0.000;49.52;67.22
30.50;24;5.070;9.840;0.000;49.78;67.22
30.50;25;205.833;135.127;0.000;53.64;181.07
30.60;2;8.441;27.283;0.000;51.26;247.34
30.60;4;35.378;92.505;0.000;54.52;248.30
30.60;6;73.901;129.114;0.000;0.00;181.33
30.60;8;218.841;129.271;0.000;51.41;1.64
30.60;9;192.825;128.528;0.000;52.29;1.64
30.60;10;173.985;127.990;0.000;52.59;1.64
30.60;11;53.072;135.197;0.000;0.48;245.99
30.60;12;74.565;168.254;0.000;41.39;68.48
30.60;13;116.424;126.345;0.000;56.11;1.64
30.60;14;62.240;135.642;0.000;27.96;284.72
30.60;15;82.769;129.307;0.000;10.84;181.16
30.60;16;38.274;124.509;0.000;50.54;1.40
30.60;17;5.361;123.640;0.000;52.16;1.54
30.60;18;36.263;75.630;0.000;51.13;56.52
30.60;19;151.532;134.111;0.000;51.19;181.07
30.60;20;90.324;224.645;0.000;54.41;246.13
30.60;21;175.104;134.552;0.000;52.66;181.07
30.60;22;-59.964;123.111;0.000;56.27;0.25
30.60;23;12.209;26.842;0.000;49.52;67.22
30.60;24;5.605;11.115;0.000;49.78;67.22
30.60;25;204.344;135.099;0.000;53.56;181.07
30.70;2;7.889;25.969;0.000;51.32;247.31
30.70;4;34.799;91.104;0.000;54.64;248.08
30.70;6;73.901;129.114;0.000;0.00;181.33
30.70;8;220.268;129.312;0.000;51.37;1.64
30.70;9;194.277;128.570;0.000;52.29;1.64
30.70;10;175.445;128.032;0.000;52.54;1.64
30.70;11;53.068;135.186;0.000;0.35;245.99
30.70;12;74.994;169.329;0.000;41.90;68.41
30.70;13;117.981;126.390;0.000;56.01;1.64
30.70;14;62.608;134.959;0.000;27.37;287.29
30.70;15;82.479;129.301;0.000;10.03;181.16
30.70;16;39.679;124.538;0.000;50.60;1.34
30.70;17;6.809;123.679;0.000;52.16;1.54
30.70;18;37.048;76.811;0.000;50.90;56.49
30.70;19;150.111;134.085;0.000;51.12;181.07
30.70;20;89.714;223.264;0.000;54.29;246.13
30.70;21;173.642;134.525;0.000;52.64;181.07
30.70;22;-58.400;123.117;0.000;56.32;0.25
30.70;23;12.742;28.110;0.000;49.52;67.22
30.70;24;6.141;12.389;0.000;49.78;67.22
30.70;25;202.858;135.071;0.000;53.48;181.07
30.80;2;7.337;24.654;0.000;51.39;247.29
30.80;4;34.220;89.699;0.000;54.76;247.93
30.80;6;73.901;129.114;0.000;0.00;181.33
30.80;8;221.694;129.353;0.000;51.33;1.64
30.80;9;195.729;128.611;0.000;52.28;1.64
30.80;10;176.903;128.073;0.000;52.48;1.64
30.80;11;53.064;135.179;0.000;0.22;245.99
30.80;12;75.429;170.416;0.000;42.41;68.36
30.80;13;119.535;126.434;0.000;55.92;1.64
30.80;14;63.026;134.324;0.000;26.79;290.29
30.80;15;82.212;129.296;0.000;9.24;181.16
30.80;16;41.085;124.566;0.000;50.65;1.27
30.80;17;8.257;123.718;0.000;52.16;1.54
30.80;18;37.827;77.985;0.000;50.60;56.47
30.80;19;148.692;134.058;0.000;51.05;181.07
30.80;20;89.104;221.887;0.000;54.16;246.13
30.80;21;172.180;134.497;0.000;52.62;181.07
30.80;22;-56.835;123.124;0.000;56.36;0.25
30.80;23;13.274;29.379;0.000;49.52;67.22
30.80;24;6.676;13.664;0.000;49.78;67.22
30.80;25;201.374;135.043;0.000;53.41;181.07
30.90;2;6.785;23.337;0.000;51.45;247.28
30.90;4;33.641;88.291;0.000;54.88;247.84
30.90;6;73.901;129.114;0.000;0.00;181.33
30.90;8;223.118;129.394;0.000;51.30;1.64
30.90;9;197.181;128.653;0.000;52.28;1.64
30.90;10;178.359;128.115;0.000;52.43;1.64
30.90;11;53.062;135.175;0.000;0.09;245.99
30.90;12;75.868;171.517;0.000;42.92;68.33
30.90;13;121.086;126.478;0.000;55.82;1.64
30.90;14;63.441;133.706;0.000;26.27;292.77
30.90;15;81.966;129.291;0.000;8.48;181.16
30.90;16;42.492;124.592;0.000;50.70;1.22
30.90;17;9.705;123.757;0.000;52.15;1.54
30.90;18;38.602;79.152;0.000;50.23;56.45
30.90;19;147.275;134.032;0.000;50.98;181.07
30.90;20;88.496;220.513;0.000;54.03;246.13
30.90;21;170.719;134.470;0.000;52.60;181.07
30.90;22;-55.269;123.131;0.000;56.41;0.25
30.90;23;13.807;30.647;0.000;49.52;67.22
30.90;24;7.211;14.939;0.000;49.77;67.22
30.90;25;199.891;135.016;0.000;53.33;181.07
31.00;2;6.232;22.018;0.000;51.51;247.27
31.00;4;33.061;86.880;0.000;55.00;247.79
31.00;6;73.901;129.114;0.000;0.00;181.33
31.00;8;224.542;129.434;0.000;51.26;1.64
31.00;9;198.632;128.694;0.000;52.27;1.64
31.00;10;179.814;128.156;0.000;52.37;1.64
31.00;11;53.062;135.174;0.000;0.00;245.99
31.00;12;76.313;172.630;0.000;43.42;68.31
31.00;13;122.635;126.523;0.000;55.73;1.64
31.00;14;63.853;133.106;0.000;25.85;294.89
31.00;15;81.740;129.286;0.000;7.75;181.16
31.00;16;43.901;124.617;0.000;50.76;1.16
31.00;17;11.154;123.796;0.000;52.15;1.54
31.00;18;39.370;80.309;0.000;49.78;56.44
31.00;19;145.861;134.005;0.000;50.90;181.07
31.00;20;88.137;219.054;0.000;53.89;249.09
31.00;21;169.259;134.443;0.000;52.58;181.07
31.00;22;-53.701;123.138;0.000;56.46;0.25
31.00;23;14.339;31.915;0.000;49.52;67.22
31.00;24;7.747;16.214;0.000;49.77;67.22
31.00;25;198.411;134.988;0.000;53.25;181.07
31.10;2;5.678;20.697;0.000;51.58;247.26
31.10;4;32.480;85.465;0.000;55.12;247.75
31.10;6;73.901;129.114;0.000;0.00;181.33
31.10;8;225.965;129.475;0.000;51.22;1.64
31.10;9;200.084;128.736;0.000;52.27;1.64
31.10;10;181.267;128.198;0.000;52.31;1.64
31.10;11;53.062;135.174;0.000;0.00;245.99
31.10;12;76.763;173.757;0.000;43.93;68.29
31.10;13;124.181;126.567;0.000;55.63;1.64
31.10;14;64.308;132.547;0.000;25.50;297.42
31.10;15;81.535;129.282;0.000;7.05;181.16
31.10;16;45.312;124.641;0.000;50.81;1.10
31.10;17;12.602;123.835;0.000;52.15;1.54
31.10;18;40.131;81.455;0.000;49.27;56.44
31.10;19;144.448;133.979;0.000;50.83;181.07
31.10;20;87.811;217.590;0.000;53.75;251.55
31.10;21;167.799;134.415;0.000;52.55;181.07
31.10;22;-52.132;123.144;0.000;56.51;0.25
31.10;23;14.872;33.184;0.000;49.52;67.22
31.10;24;8.282;17.489;0.000;49.77;67.22
31.10;25;196.933;134.960;0.000;53.18;181.07
31.20;2;5.124;19.375;0.000;51.64;247.26
31.20;4;31.898;84.047;0.000;55.24;247.73
31.20;6;73.901;129.114;0.000;0.00;181.33
31.20;9;201.534;128.777;0.000;52.20;1.64
31.20;10;182.720;128.239;0.000;52.33;1.64
31.20;11;53.062;135.174;0.000;0.00;245.99
31.20;12;77.217;174.897;0.000;44.42;68.28
31.20;13;125.724;126.611;0.000;55.53;1.64
31.20;14;64.749;131.993;0.000;25.22;299.38
31.20;15;81.349;129.278;0.000;6.38;181.16
31.20;16;46.724;124.664;0.000;50.87;1.05
31.20;17;14.050;123.874;0.000;52.15;1.54
31.20;18;40.884;82.589;0.000;48.71;56.43
31.20;19;143.037;133.952;0.000;50.76;181.07
31.20;20;87.473;216.136;0.000;53.61;253.12
31.20;21;166.340;134.388;0.000;52.52;181.07
31.20;22;-50.562;123.151;0.000;56.55;0.25
31.20;23;15.405;34.452;0.000;49.52;67.22
31.20;24;8.817;18.763;0.000;49.77;67.22
31.20;25;195.457;134.933;0.000;53.10;181.07
31.30;2;4.569;18.052;0.000;51.71;247.26
31.30;4;31.315;82.626;0.000;55.36;247.72
31.30;6;73.901;129.114;0.000;0.00;181.33
31.30;9;202.982;128.818;0.000;52.13;1.64
31.30;10;184.174;128.281;0.000;52.39;1.64
31.30;11;53.062;135.174;0.000;0.00;245.99
31.30;12;77.679;176.048;0.000;44.92;68.24
31.30;13;127.264;126.655;0.000;55.44;1.64
31.30;14;65.204;131.460;0.000;25.02;301.32
31.30;15;81.180;129.275;0.000;5.75;181.16
31.30;16;48.137;124.686;0.000;50.92;1.01
31.30;17;15.498;123.913;0.000;52.15;1.54
31.30;18;41.628;83.710;0.000;48.15;56.43
31.30;19;141.629;133.926;0.000;50.68;181.07
31.30;20;87.127;214.689;0.000;53.46;254.12
31.30;21;164.882;134.361;0.000;52.49;181.07
31.30;22;-48.990;123.158;0.000;56.60;0.25
31.30;23;15.937;35.720;0.000;49.52;67.22
31.30;24;9.352;20.038;0.000;49.77;67.22
31.30;25;193.984;134.905;0.000;53.03;181.07
31.40;2;4.013;16.726;0.000;51.77;247.26
31.40;4;30.730;81.202;0.000;55.48;247.71
31.40;6;73.901;129.114;0.000;0.00;181.33
31.40;9;204.429;128.860;0.000;52.06;1.64
31.40;10;185.630;128.323;0.000;52.44;1.64
31.40;11;53.062;135.174;0.000;0.00;245.99
31.40;12;78.169;177.202;0.000;45.32;67.92
31.40;13;128.802;126.699;0.000;55.34;1.64
31.40;14;65.687;130.953;0.000;24.99;303.47
31.40;15;81.029;129.272;0.000;5.15;181.16
31.40;16;49.552;124.708;0.000;50.98;0.97
31.40;17;16.946;123.951;0.000;52.15;1.54
31.40;18;42.363;84.818;0.000;47.59;56.43
31.40;19;140.222;133.900;0.000;50.61;181.07
31.40;20;86.776;213.248;0.000;53.31;254.76
31.40;21;163.424;134.334;0.000;52.46;181.07
31.40;22;-47.417;123.165;0.000;56.65;0.25
31.40;23;16.470;36.989;0.000;49.52;67.22
31.40;24;9.887;21.313;0.000;49.77;67.22
31.40;25;192.512;134.878;0.000;52.95;181.07
31.50;2;3.457;15.399;0.000;51.83;247.25
31.50;4;30.144;79.775;0.000;55.60;247.70
31.50;6;73.901;129.114;0.000;0.00;181.33
31.50;9;205.873;128.901;0.000;51.99;1.64
31.50;10;187.086;128.364;0.000;52.50;1.64
31.50;11;53.062;135.174;0.000;0.00;245.99
31.50;12;78.661;178.366;0.000;45.65;67.70
31.50;13;130.338;126.743;0.000;55.24;1.64
31.50;14;66.165;130.443;0.000;25.11;305.16
31.50;15;80.894;129.269;0.000;4.59;181.16
31.50;16;50.969;124.729;0.000;51.03;0.94
31.50;17;18.394;123.990;0.000;52.14;1.54
31.50;18;43.090;85.913;0.000;47.03;56.43
31.50;19;138.817;133.873;0.000;50.54;181.07
31.50;20;86.422;211.812;0.000;53.16;255.17
31.50;21;161.968;134.306;0.000;52.42;181.07
31.50;22;-45.843;123.171;0.000;56.70;0.25
31.50;23;17.002;38.257;0.000;49.52;67.22
31.50;24;10.423;22.587;0.000;49.76;67.22
31.50;25;191.043;134.850;0.000;52.87;181.07
31.60;2;2.899;14.071;0.000;51.90;247.25
31.60;4;29.557;78.344;0.000;55.72;247.70
31.60;6;73.901;129.114;0.000;0.00;181.33
31.60;9;207.316;128.942;0.000;51.92;1.64
31.60;10;188.544;128.406;0.000;52.50;1.64
31.60;11;53.062;135.174;0.000;0.00;245.99
31.60;12;79.156;179.538;0.000;45.91;67.55
31.60;13;131.870;126.787;0.000;55.15;1.64
31.60;14;66.672;129.954;0.000;25.35;307.06
31.60;15;80.773;129.267;0.000;4.07;181.16
31.60;16;52.387;124.750;0.000;51.08;0.91
31.60;17;19.842;124.029;0.000;52.14;1.54
31.60;18;43.808;86.995;0.000;46.48;56.43
31.60;19;137.415;133.847;0.000;50.46;181.07
31.60;20;86.067;210.381;0.000;53.01;255.43
31.60;21;160.512;134.279;0.000;52.39;181.07
31.60;22;-44.268;123.178;0.000;56.74;0.25
31.60;23;17.535;39.525;0.000;49.52;67.22
31.60;24;10.958;23.862;0.000;49.76;67.22
31.60;25;189.575;134.823;0.000;52.80;181.07
31.70;2;2.342;12.740;0.000;51.96;247.25
31.70;4;28.969;76.911;0.000;55.84;247.70
31.70;6;73.901;129.114;0.000;0.00;181.33
31.70;9;208.756;128.983;0.000;51.84;1.64
31.70;10;190.002;128.448;0.000;52.49;1.64
31.70;11;53.062;135.174;0.000;0.00;245.99
31.70;12;79.652;180.715;0.000;46.10;67.45
31.70;13;133.400;126.830;0.000;55.05;1.64
31.70;14;67.204;129.480;0.000;25.68;309.05
31.70;15;80.667;129.264;0.000;3.59;181.16
31.70;16;53.807;124.771;0.000;51.14;0.89
31.70;17;21.290;124.068;0.000;52.14;1.54
31.70;18;44.518;88.064;0.000;45.92;56.43
31.70;19;136.014;133.821;0.000;50.39;181.07
31.70;20;85.712;208.954;0.000;52.87;255.60
31.70;21;159.058;134.252;0.000;52.35;181.07
31.70;22;-42.691;123.185;0.000;56.79;0.25
31.70;23;18.067;40.793;0.000;49.52;67.22
31.70;24;11.493;25.136;0.000;49.76;67.22
31.70;25;188.110;134.795;0.000;52.72;181.07
31.80;2;1.783;11.408;0.000;52.03;247.25
31.80;4;28.379;75.475;0.000;55.96;247.68
31.80;6;73.901;129.114;0.000;0.00;181.33
31.80;9;210.195;129.024;0.000;51.77;1.64
31.80;10;191.459;128.489;0.000;52.49;1.64
31.80;11;53.062;135.174;0.000;0.00;245.99
31.80;12;80.149;181.897;0.000;46.22;67.37
31.80;13;134.927;126.874;0.000;54.96;1.64
31.80;14;67.739;128.995;0.000;26.09;310.62
31.80;15;80.573;129.262;0.000;3.15;181.16
31.80;16;55.228;124.792;0.000;51.19;0.88
31.80;17;22.738;124.107;0.000;52.21;1.54
31.80;18;45.031;89.224;0.000;45.36;59.01
31.80;19;134.616;133.795;0.000;50.32;181.07
31.80;20;85.356;207.531;0.000;52.72;255.71
31.80;21;157.605;134.225;0.000;52.30;181.07
31.80;22;-41.112;123.192;0.000;56.84;0.25
31.80;23;18.600;42.062;0.000;49.52;67.22
31.80;24;12.028;26.411;0.000;49.76;67.22
31.80;25;186.647;134.768;0.000;52.64;181.07
31.90;2;1.224;10.075;0.000;52.09;247.25
31.90;4;27.783;74.037;0.000;56.08;247.62
31.90;6;73.901;129.114;0.000;0.00;181.33
31.90;9;211.631;129.065;0.000;51.70;1.64
31.90;10;192.917;128.531;0.000;52.49;1.64
31.90;11;53.062;135.174;0.000;0.00;245.99
31.90;12;80.647;183.081;0.000;46.26;67.33
31.90;13;136.452;126.918;0.000;54.86;1.64
31.90;14;68.320;128.544;0.000;26.56;312.71
31.90;15;80.491;129.261;0.000;2.75;181.16
31.90;16;56.650;124.813;0.000;51.25;0.87
31.90;17;24.189;124.146;0.000;52.30;1.54
31.90;18;45.476;90.401;0.000;44.80;61.74
31.90;19;133.219;133.769;0.000;50.24;181.07
31.90;20;85.001;206.112;0.000;52.58;255.78
31.90;21;156.153;134.198;0.000;52.26;181.07
31.90;22;-39.533;123.199;0.000;56.89;0.25
31.90;23;19.132;43.330;0.000;49.51;67.22
31.90;24;12.563;27.685;0.000;49.76;67.22
31.90;25;185.186;134.741;0.000;52.57;181.07
32.00;2;0.664;8.740;0.000;52.15;247.25
32.00;4;27.186;72.597;0.000;56.20;247.59
32.00;6;73.901;129.114;0.000;0.00;181.33
32.00;9;213.066;129.106;0.000;51.63;1.64
32.00;10;194.374;128.572;0.000;52.48;1.64
32.00;11;53.062;135.174;0.000;0.00;245.99
32.00;12;81.145;184.266;0.000;46.31;67.29
32.00;13;137.974;126.961;0.000;54.76;1.64
32.00;14;68.919;128.094;0.000;27.11;314.64
32.00;15;80.420;129.259;0.000;2.38;181.16
32.00;16;58.074;124.834;0.000;51.30;0.86
32.00;17;25.642;124.185;0.000;52.31;1.54
32.00;18;45.926;91.556;0.000;44.25;63.57
32.00;19;131.825;133.743;0.000;50.17;181.07
32.00;20;84.646;204.697;0.000;52.45;255.82
32.00;21;154.702;134.170;0.000;52.21;181.07
32.00;22;-37.952;123.205;0.000;56.93;0.25
32.00;23;19.664;44.597;0.000;49.44;67.22
32.00;24;13.098;28.959;0.000;49.75;67.22
32.00;25;183.727;134.713;0.000;52.49;181.07
32.10;2;0.103;7.403;0.000;52.22;247.25
32.10;4;26.589;71.153;0.000;56.32;247.56
32.10;6;73.901;129.114;0.000;0.00;181.33
32.10;9;214.499;129.147;0.000;51.56;1.64
32.10;10;195.831;128.614;0.000;52.48;1.64
32.10;11;53.062;135.174;0.000;0.00;245.99
32.10;12;81.644;185.453;0.000;46.35;67.27
32.10;13;139.493;127.004;0.000;54.67;1.64
32.10;14;69.534;127.641;0.000;27.73;316.32
32.10;15;80.358;129.258;0.000;2.06;181.16
32.10;16;59.500;124.856;0.000;51.36;0.87
32.10;17;27.096;124.224;0.000;52.40;1.54
32.10;18;46.379;92.691;0.000;43.69;64.79
32.10;19;130.433;133.717;0.000;50.10;181.07
32.10;20;84.293;203.286;0.000;52.32;255.85
32.10;21;153.253;134.143;0.000;52.15;181.07
32.10;22;-36.370;123.212;0.000;56.98;0.25
32.10;23;20.195;45.862;0.000;49.34;67.22
32.10;24;13.633;30.232;0.000;49.67;67.22
32.10;25;182.270;134.686;0.000;52.41;181.07
32.20;2;-0.458;6.065;0.000;52.28;247.25
32.20;4;25.990;69.706;0.000;56.44;247.55
32.20;6;73.901;129.114;0.000;0.00;181.33
32.20;9;215.929;129.188;0.000;51.49;1.64
32.20;10;197.288;128.656;0.000;52.47;1.64
32.20;11;53.061;135.172;0.000;0.17;245.99
32.20;12;82.142;186.641;0.000;46.40;67.26
32.20;13;141.010;127.048;0.000;54.57;1.64
32.20;14;70.207;127.235;0.000;28.41;318.73
32.20;15;80.305;129.257;0.000;1.77;181.16
32.20;16;60.927;124.878;0.000;51.41;0.87
32.20;17;28.551;124.263;0.000;52.41;1.54
32.20;18;46.831;93.810;0.000;43.13;65.61
32.20;19;129.042;133.691;0.000;50.02;181.07
32.20;20;83.939;201.878;0.000;52.20;255.87
32.20;21;151.805;134.116;0.000;52.10;181.07
32.20;22;-34.787;123.219;0.000;57.03;0.25
32.20;23;20.725;47.124;0.000;49.23;67.22
32.20;24;14.166;31.503;0.000;49.56;67.22
32.20;25;180.816;134.659;0.000;52.34;181.07
32.30;2;-1.020;4.725;0.000;52.34;247.25
32.30;4;25.390;68.256;0.000;56.56;247.54
32.30;6;73.901;129.114;0.000;0.00;181.33
32.30;9;217.358;129.229;0.000;51.42;1.64
32.30;10;198.745;128.697;0.000;52.47;1.64
32.30;11;53.057;135.164;0.000;0.48;245.99
32.30;12;82.642;187.830;0.000;46.44;67.25
32.30;13;142.524;127.091;0.000;54.48;1.64
32.30;14;70.889;126.814;0.000;29.08;320.61
32.30;15;80.260;129.256;0.000;1.51;181.16
32.30;16;62.356;124.901;0.000;51.46;0.89
32.30;17;30.007;124.302;0.000;52.50;1.54
32.30;18;47.281;94.912;0.000;42.57;66.17
32.30;19;127.654;133.665;0.000;49.95;181.07
32.30;20;83.587;200.473;0.000;52.08;255.88
32.30;21;150.359;134.089;0.000;52.04;181.07
32.30;22;-33.202;123.226;0.000;57.08;0.25
32.30;23;21.254;48.384;0.000;49.13;67.22
32.30;24;14.699;32.771;0.000;49.46;67.22
32.30;25;179.363;134.632;0.000;52.26;181.07
32.40;2;-1.583;3.383;0.000;52.41;247.25
32.40;4;24.789;66.802;0.000;56.68;247.54
32.40;6;73.901;129.114;0.000;0.00;181.33
32.40;9;218.785;129.270;0.000;51.35;1.64
32.40;10;200.202;128.739;0.000;52.46;1.64
32.40;11;53.049;135.146;0.000;0.90;245.98
32.40;12;83.141;189.020;0.000;46.49;67.24
32.40;13;144.035;127.134;0.000;54.38;1.64
32.40;14;71.623;126.443;0.000;29.74;323.10
32.40;15;80.221;129.255;0.000;1.29;181.16
32.40;16;63.786;124.925;0.000;51.52;0.91
32.40;17;31.466;124.342;0.000;52.58;1.54
32.40;18;47.728;95.999;0.000;42.01;66.54
32.40;19;126.268;133.639;0.000;49.88;181.07
32.40;20;83.235;199.071;0.000;51.97;255.89
32.40;21;148.915;134.062;0.000;51.98;181.07
32.40;22;-31.616;123.233;0.000;57.12;0.25
32.40;23;21.782;49.641;0.000;49.03;67.22
32.40;24;15.230;34.036;0.000;49.36;67.22
32.40;25;177.913;134.605;0.000;52.18;181.07
32.40;26;-2.198;-7.470;0.000;48.78;67.22
32.50;2;-2.147;2.040;0.000;52.47;247.24
32.50;4;24.186;65.346;0.000;56.80;247.53
32.50;6;73.901;129.114;0.000;0.00;181.33
32.50;9;220.210;129.311;0.000;51.28;1.64
32.50;10;201.659;128.781;0.000;52.45;1.64
32.50;11;53.036;135.117;0.000;1.40;245.98
32.50;12;83.642;190.211;0.000;46.54;67.24
32.50;13;145.544;127.177;0.000;54.28;1.64
32.50;14;72.382;126.083;0.000;30.39;325.43
32.50;15;80.188;129.255;0.000;1.10;181.16
32.50;16;65.217;124.950;0.000;51.57;0.94
32.50;17;32.927;124.381;0.000;52.60;1.54
32.50;18;48.170;97.070;0.000;41.46;66.80
32.50;19;124.883;133.613;0.000;49.81;181.07
32.50;20;82.884;197.672;0.000;51.87;255.89
32.50;21;147.472;134.035;0.000;51.92;181.07
32.50;22;-30.028;123.203;0.000;57.17;359.84
32.50;23;22.309;50.896;0.000;48.93;67.22
32.50;24;15.760;35.299;0.000;49.25;67.22
32.50;25;176.463;134.577;0.000;52.18;181.07
32.50;26;-1.673;-6.219;0.000;48.88;67.22
32.60;2;-2.711;0.695;0.000;52.54;247.24
32.60;4;23.582;63.887;0.000;56.92;247.53
32.60;6;73.901;129.114;0.000;0.00;181.33
32.60;9;221.632;129.351;0.000;51.21;1.64
32.60;10;203.115;128.822;0.000;52.44;1.64
32.60;11;53.017;135.074;0.000;1.97;245.98
32.60;12;84.142;191.403;0.000;46.58;67.23
32.60;13;147.050;127.220;0.000;54.19;1.64
32.60;14;73.179;125.765;0.000;31.04;328.07
32.60;15;80.159;129.254;0.000;0.96;181.16
32.60;16;66.651;124.976;0.000;51.63;0.97
32.60;17;34.388;124.418;0.000;52.68;1.52
32.60;18;48.608;98.127;0.000;40.90;66.98
32.60;19;123.501;133.587;0.000;49.73;181.07
32.60;20;82.445;196.304;0.000;51.77;254.85
32.60;21;146.031;134.008;0.000;51.86;181.07
32.60;22;-28.440;123.175;0.000;57.22;359.58
32.60;23;22.835;52.148;0.000;48.83;67.22
32.60;24;16.289;36.559;0.000;49.15;67.22
32.60;25;175.013;134.550;0.000;52.25;181.07
32.60;26;-1.147;-4.967;0.000;48.91;67.22
32.70;2;-3.276;-0.652;0.000;52.60;247.24
32.70;4;22.977;62.424;0.000;57.04;247.53
32.70;6;73.901;129.114;0.000;0.00;181.33
32.70;9;223.053;129.392;0.000;51.14;1.64
32.70;10;204.571;128.864;0.000;52.43;1.64
32.70;11;52.991;135.016;0.000;2.62;245.97
32.70;12;84.644;192.597;0.000;46.63;67.23
32.70;13;148.553;127.263;0.000;54.09;1.64
32.70;14;74.014;125.490;0.000;31.69;330.95
32.70;15;80.134;129.254;0.000;0.83;181.16
32.70;16;68.085;125.004;0.000;51.68;1.01
32.70;17;35.851;124.455;0.000;52.70;1.49
32.70;18;49.040;99.169;0.000;40.34;67.10
32.70;19;122.121;133.561;0.000;49.66;181.07
32.70;20;81.849;194.991;0.000;51.68;252.20
32.70;21;144.592;133.981;0.000;51.79;181.07
32.70;22;-26.850;123.148;0.000;57.27;359.41
32.70;23;23.359;53.397;0.000;48.73;67.22
32.70;24;16.817;37.817;0.000;49.05;67.22
32.70;25;173.561;134.523;0.000;52.32;181.07
32.70;26;-0.621;-3.715;0.000;48.86;67.22
32.80;2;-3.841;-2.000;0.000;52.66;247.24
32.80;4;22.371;60.959;0.000;57.16;247.53
32.80;6;73.901;129.114;0.000;0.00;181.33
32.80;9;224.472;129.432;0.000;51.06;1.64
32.80;10;206.026;128.905;0.000;52.42;1.64
32.80;11;52.956;134.941;0.000;3.34;245.96
32.80;12;85.145;193.792;0.000;46.67;67.23
32.80;13;150.053;127.306;0.000;53.99;1.64
32.80;14;74.881;125.267;0.000;32.33;334.05
32.80;15;80.113;129.253;0.000;0.70;181.16
32.80;16;69.521;125.033;0.000;51.73;1.05
32.80;17;37.316;124.488;0.000;52.78;1.44
32.80;18;49.467;100.197;0.000;39.78;67.18
32.80;19;120.743;133.535;0.000;49.59;181.07
32.80;20;81.269;193.676;0.000;51.60;250.48
32.80;21;143.154;133.955;0.000;51.73;181.07
32.80;22;-25.259;123.122;0.000;57.27;359.30
32.80;23;23.883;54.644;0.000;48.63;67.22
32.80;24;17.344;39.072;0.000;48.95;67.22
32.80;25;172.107;134.496;0.000;52.40;181.07
32.80;26;-0.096;-2.465;0.000;48.76;67.22
32.90;2;-4.407;-3.350;0.000;52.73;247.24
32.90;4;21.764;59.490;0.000;57.28;247.54
32.90;6;73.898;129.114;0.000;0.24;181.33
32.90;9;225.889;129.473;0.000;50.99;1.64
32.90;10;207.482;128.947;0.000;52.40;1.64
32.90;11;52.914;134.846;0.000;4.13;245.95
32.90;12;85.647;194.988;0.000;46.72;67.23
32.90;13;151.551;127.349;0.000;53.90;1.64
32.90;14;75.785;125.109;0.000;32.96;337.53
32.90;15;80.095;129.253;0.000;0.56;181.16
32.90;16;70.959;125.065;0.000;51.79;1.11
32.90;17;38.782;124.520;0.000;52.80;1.39
32.90;18;49.888;101.210;0.000;39.22;67.24
32.90;19;119.367;133.510;0.000;49.51;181.07
32.90;20;80.699;192.361;0.000;51.51;249.37
32.90;21;141.718;133.928;0.000;51.67;181.07
32.90;22;-23.670;123.096;0.000;57.16;359.23
32.90;23;24.405;55.888;0.000;48.53;67.22
32.90;24;17.870;40.324;0.000;48.84;67.22
32.90;25;170.650;134.469;0.000;52.48;181.07
32.90;26;0.428;-1.217;0.000;48.67;67.22
33.00;2;-4.974;-4.701;0.000;52.79;247.24
33.00;4;21.160;58.016;0.000;57.40;247.59
33.00;6;73.886;129.114;0.000;0.65;181.33
33.00;10;208.936;128.988;0.000;52.35;1.64
33.00;11;52.861;134.731;0.000;4.99;245.94
33.00;12;86.150;196.185;0.000;46.77;67.23
33.00;13;153.046;127.392;0.000;53.80;1.64
33.00;14;76.718;125.041;0.000;33.59;341.54
33.00;15;80.082;129.253;0.000;0.41;181.16
33.00;16;72.398;125.096;0.000;51.84;1.16
33.00;17;40.250;124.549;0.000;52.88;1.31
33.00;18;50.304;102.209;0.000;38.67;67.28
33.00;19;117.993;133.484;0.000;49.44;181.07
33.00;20;80.136;191.046;0.000;51.44;248.65
33.00;21;140.284;133.901;0.000;51.60;181.07
33.00;22;-22.086;123.071;0.000;56.96;359.19
