File,Truth,Mean,Max,Peak,Peak to Peak,RMS,Variance,Standard Deviation,Power,Crest Factor,Pulse Indicator,Margin,Kurtosis,Skewness,Zero Crossings,Samples,Mean of Band Power Spectrum,Max of Band Power Spectrum,Sum of Total Band Power,Peak of Band Power,Variance of Band Power,Standard Deviation of Band Power,Skewness of Band Power,Kurtosis of Band Power,Relative Spectral Peak per Band
2024-07-25_12:52:28_12,CW_Morse_Code,0.000255127379205,0.533228278160095,0.533228278160095,1.02446258068085,0.180820405483246,0.032695956528187,0.180820226669312,0.032696019858122,2.94893860816956,2090.04736328125,3.87406628478006,-1.06387525448302,-0.000606512805938,420576,489000,0.032696012010789,3208.37784867076,32141.4876470862,3208.37784867076,53.3676304717746,7.30531522056198,357.856341690962,142212.286733565,98127.4978615753
2024-07-25_12:52:28_13,CW_Morse_Code,0.000204753945582,0.844738900661469,0.844738900661469,1.66284811496735,0.41655158996582,0.173515170812607,0.416551530361176,0.173515230417252,2.02793335914612,4125.62939453125,3.03553956903131,-1.09779883245826,0.000814083504832,179227,194700,0.173515254648184,13817.4836363636,67779.396346947,13817.4836363636,1741.68650922271,41.7335178150932,293.222285826489,89381.1858948644,79632.6735904556
2024-07-25_12:52:28_14,CW_Morse_Code,0.00010455201118,0.542367041110992,0.542367041110992,1.07260799407959,0.280949115753174,0.078932389616966,0.280949085950851,0.078932404518128,1.93048143386841,5187.533203125,3.04797264425825,-1.03618500359531,0.000641484999924,182076,202400,0.078932408702843,9673.1933596838,31967.6255246512,9673.1933596838,496.775110231609,22.2884523965126,409.231110750896,175691.59538115,122550.337923939
2024-07-25_12:52:28_15,F150_Fob,-2.87369530269643E-05,0.471938788890839,0.471938788890839,0.920981347560883,0.173274472355843,0.030024038627744,0.173274457454681,0.030024040490389,2.7236487865448,-16422.71484375,7.98496852473345,0.99831983984813,-0.003525123688862,43573,58800,0.030024037267029,57.8411692176871,3545.77875316156,57.8411692176871,0.258245146926664,0.508178262941917,46.8191811699262,3693.62514605333,1926.49538445671
2024-07-25_12:52:28_16,F150_Fob,7.9641948104836E-05,0.313666343688965,0.320317566394806,0.633983910083771,0.084786109626293,0.007188677322119,0.08478606492281,0.007188684307039,3.77794861793518,4021.97045898438,6.19553103939674,0.321607313747918,0.000151806071132,37590,52000,0.007188683421131,5.48626262019231,754.639230816695,5.48626262019231,0.006600287420859,0.081242152980207,29.9558446299134,1244.12072157378,763.180446097431
2024-07-25_12:52:28_17,F150_Fob,0.000171454943484,0.879338204860687,0.879338204860687,1.73882246017456,0.286803305149078,0.082256093621254,0.286803245544434,0.082256130874157,3.06599736213684,5128.68408203125,7.63398987902605,1.20627542251021,-0.005927095632411,47179,63400,0.08225613137048,70.8208753943218,10528.7848154214,70.8208753943218,1.46318076608952,1.20962009163601,28.9338543697895,1111.66349184412,860.979895533208
2024-07-25_12:52:28_18,F150_Fob,5.71294003748335E-05,0.571552693843842,0.571552693843842,1.1361231803894,0.22732025384903,0.051674492657185,0.227320238947868,0.051674500107765,2.51430606842041,10004.5283203125,7.48688260288612,0.814935803939579,0.002378781648152,40754,56600,0.051674498775833,73.1214266784452,5952.90225897592,73.1214266784452,0.674422268041189,0.821232164519382,37.2050160586442,2066.26688622286,1415.03891495205
2024-07-25_12:52:28_19,F150_Fob,0.000228692646488,0.535607814788818,0.538169264793396,1.07377707958221,0.15353924036026,0.023574249818921,0.153539076447487,0.02357430011034,3.50509262084961,2353.24243164062,6.09928902064523,0.450530376116967,-0.003190849407696,38365,53600,0.023574300460215,20.2239342350746,2546.02444970324,20.2239342350746,0.088300412954276,0.297153854012153,30.1590562583385,1232.81651327188,857.880566560406
2024-07-25_12:52:28_20,Garage_Door,-2.08668134291656E-05,0.289550721645355,0.289550721645355,0.568834125995636,0.105269759893417,0.011081719771028,0.105269744992256,0.011081721633673,2.75055932998657,-13876.134765625,6.89028929813015,0.781050127847948,0.000390543678353,26626,25000,0.011081721633673,5.05274772644043,554.086059570313,5.05274772644043,0.011395959183574,0.10675185918808,22.245244851312,680.717701098463,455.953308105469
2024-07-25_12:52:28_21,Garage_Door,1.24704993140767E-05,0.281441003084183,0.300958096981049,0.582399129867554,0.09442538022995,0.008916150778532,0.094425372779369,0.008916152641177,3.18725848197937,24133.603515625,6.24585098744499,0.653629757867836,0.015135675408232,23068,25000,0.008916152641177,2.74037504196167,445.8076171875,2.74037504196167,0.004176664166152,0.06462711840868,20.0825203521042,587.911830533435,307.349487304687
2024-07-25_12:52:28_22,Garage_Door,0.000158754555741,0.765837907791138,0.815371930599213,1.581209897995,0.262472748756409,0.068891912698746,0.262472689151764,0.068891942501068,3.10650134086609,5136.0537109375,6.78550341783439,0.975700635855841,-0.012404036320825,25141,27000,0.068891935050488,30.3867969512939,3720.16430664062,30.3867969512939,0.297713965177536,0.54563170671463,23.2808537084695,897.463917321519,441.079162597656
2024-07-25_12:52:28_23,Garage_Door,2.31360741054232E-06,0.263670831918716,0.26999443769455,0.533665299415588,0.109865255653858,0.012070373632014,0.109865255653858,0.012070373632014,2.45750522613525,116698.46875,12.0240926872342,0.932167098906497,-0.000779329798639,22351,26000,0.012070370838046,3.69989085197449,633.549621582031,3.69989085197449,0.008951626718044,0.094613038003445,16.4755560005234,380.332892836056,306.526702880859
2024-07-25_12:52:28_24,Garage_Door,0.000220510482905,0.541551351547241,0.561936497688293,1.10348784923553,0.141212701797485,0.019940976053476,0.141212522983551,0.019941026344895,3.97936224937439,2548.34375,8.0190558972056,1.82750170451767,-0.009939286719136,33856,37000,0.019941027442328,6.29780785472973,1495.57705817456,6.29780785472973,0.013064987681296,0.114302177062801,17.2269788833197,509.712163578488,315.821633210423
2024-07-25_12:52:28_25,Juentai_JT-6188Plus,2.71626558969729E-05,0.813776254653931,0.813776254653931,1.59944272041321,0.262039631605148,0.068664766848087,0.262039631605148,0.068664766848087,3.10554647445679,29959.376953125,4.60594927726026,-1.21355079841761,-3.34466946081719E-05,435126,632400,0.068664771422703,7799.21568627451,86903.8513318584,7799.21568627451,148.387449950747,12.1814387471574,498.89028460251,288670.586428362,113583.945954793
2024-07-25_12:52:28_26,Juentai_JT-6188Plus,0.000212029321119,0.95749020576477,0.95749020576477,1.9035667181015,0.291272312402725,0.084839522838593,0.29127225279808,0.084839567542076,3.28726816177368,4515.8388671875,4.84965992493805,-1.00364234150437,-0.001023360578857,430709,588400,0.084839590303439,5563.50346702923,100080.853022272,5563.50346702923,107.740777519925,10.3798255052735,381.101823852087,173233.468387667,65576.7366052886
2024-07-25_12:52:28_27,Juentai_JT-6188Plus,0.000188774545677,1.14124536514282,1.14124536514282,2.26023769378662,0.385269910097122,0.148432850837708,0.385269850492477,0.148432910442352,2.96219706535339,6045.546875,4.09342068085422,-1.23287250204158,-6.91037885540231E-05,415241,621300,0.148432872868599,14738.7617962337,184674.243108196,14738.7617962337,635.538628812965,25.2098914875286,441.154769292504,223038.16418092,99295.8063223722
2024-07-25_12:52:28_28,Juentai_JT-6188Plus,6.08344562351704E-05,0.955454468727112,0.955454468727112,1.81764984130859,0.309429675340652,0.095746725797653,0.309429675340652,0.095746725797653,3.08779191970825,15705.810546875,4.42836081215727,-1.2420807414053,8.88628346419608E-05,488359,709400,0.095746749854522,14223.6501381449,137875.319790512,14223.6501381449,436.501931380131,20.8926286373958,537.164850526419,329248.495919856,148554.913454048
2024-07-25_12:52:28_29,Juentai_JT-6188Plus,0.000138375544338,1.00332319736481,1.05325126647949,2.05657434463501,0.342288553714752,0.117161437869072,0.34228852391243,0.117161452770233,3.07708597183228,7611.5419921875,4.17003636017637,-1.27890889817754,-0.000421981465864,499236,736900,0.117161443160517,20297.537902022,172761.577626771,20297.537902022,788.679651361279,28.0834408746734,589.517117625981,393075.95961998,173244.177900859
2024-07-25_12:52:28_30,Midland_T10,0.000173446955159,0.424436807632446,0.424436807632446,0.826459109783173,0.181501626968384,0.032942827790976,0.181501597166061,0.032942842692137,2.33847379684448,2447.06982421875,3.08355552385839,-1.24664508430039,-0.000555344398129,1554857,2100000,0.032942853952656,15253.841432381,138977.665112767,15253.841432381,202.026502846474,14.2136027398571,829.618515207658,782314.816930393,463039.463863792
2024-07-25_12:52:28_31,Midland_T10,6.83450271026231E-05,0.454579710960388,0.454670161008835,0.909249901771545,0.26722127199173,0.071407198905945,0.267221242189407,0.071407206356526,1.70147442817688,6652.5712890625,2.22915837865241,-1.38531976779203,-2.73417537779693E-05,1173624,1668300,0.071407197919713,23036.264422466,239873.344282231,23036.264422466,543.657265572123,23.3164591130841,700.82095306137,610438.519071519,322604.234497019
2024-07-25_12:52:28_32,Midland_T10,0.000167020421941,0.650411248207092,0.650411248207092,1.28372251987457,0.336689859628677,0.113360039889812,0.336689829826355,0.113360069692135,1.93178153038025,3894.20190429687,2.53890006984231,-1.34201126244046,5.52267773021817E-05,1115228,1603000,0.113360085132803,27783.9524491578,367286.675830281,27783.9524491578,1051.36529038032,32.4247635362283,573.926346748051,404627.679970043,245094.668168329
2024-07-25_12:52:28_33,Midland_T10,0.000329000933561,0.595183908939362,0.595183908939362,1.14874887466431,0.213679105043411,0.045658644288778,0.21367883682251,0.045658759772778,2.78540992736816,1809.064453125,3.67615820086975,-1.11910827619543,-0.000155119862543,1252210,1760000,0.04565875708894,9749.47665454546,161583.784447361,9749.47665454546,163.620065815045,12.7914059358245,567.826423278865,363197.202517875,213529.173287704
2024-07-25_12:52:28_34,Midland_T10,0.000332010618877,0.915588736534119,0.915588736534119,1.78730750083923,0.412046670913696,0.169782310724258,0.412046492099762,0.16978245973587,2.22205114364624,2757.70922851562,2.89927237030785,-1.29459452907863,-0.000396049965494,1127342,1595000,0.169782443661699,30223.1462119122,543303.819717436,30223.1462119122,1732.58543680119,41.6243370734141,463.404449187743,257716.968199997,178011.021399442
2024-07-25_12:52:28_35,MOTOTRBO_XPR7550e,0.000150707739522,0.420388072729111,0.420388072729111,0.835985422134399,0.065077088773251,0.004235004540533,0.065076909959316,0.004235027357936,6.45984745025635,2789.42602539062,10.8141615065908,1.43002068515485,-0.002352422977084,1066396,989800,0.004235027125832,7.13982117599515,8430.48215819956,7.13982117599515,0.001259563558003,0.03549033048597,52.2981867252316,5295.11085861466,1685.89738952216
2024-07-25_12:52:28_36,MOTOTRBO_XPR7550e,3.96902287320699E-05,0.663642108440399,0.663642108440399,1.3261342048645,0.122267179191113,0.014949264004827,0.122267179191113,0.014949263073504,5.42780256271362,16720.541015625,16.0459705734924,2.20245316137968,0.00200965626843,1108211,1028300,0.014949265182165,21.23600505689,30998.7962817364,21.23600505689,0.024132195429879,0.155345406851568,38.956018409696,2611.16968463044,1420.53838754737
2024-07-25_12:52:28_37,MOTOTRBO_XPR7550e,0.000240659617702,1.11729025840759,1.11729025840759,2.22081613540649,0.302365988492966,0.091425150632858,0.302365928888321,0.091425195336342,3.6951584815979,4642.6162109375,8.58416173752098,1.81137871728002,0.000230054781761,1124992,1022800,0.091425206166675,356.228549080954,187238.822229349,356.228549080954,3.38786727679759,1.84061600471081,50.7730273897124,4314.47925543928,3896.39317226723
2024-07-25_12:52:28_38,MOTOTRBO_XPR7550e,0.000281368236756,0.826844453811646,0.871836543083191,1.69868099689484,0.132286101579666,0.017499538138509,0.132285818457603,0.01749961450696,6.59053754806519,3098.560546875,12.4318573031512,2.2832377230747,0.01053426118543,688800,632400,0.017499615534519,18.5752024035421,22147.9509108753,18.5752024035421,0.026857011575736,0.163881089744169,36.1403671471016,2040.67211282443,1061.46345712005
2024-07-25_12:52:28_39,MOTOTRBO_XPR7550e,0.000272394012427,1.1036342382431,1.1036342382431,2.20174551010132,0.207327529788017,0.042984616011381,0.207327321171761,0.042984705418348,5.32314348220825,4051.60986328125,10.7099731481448,1.71703992161403,0.001623274667591,1113242,1011800,0.042984706997221,54.3521091124728,87044.0316693729,54.3521091124728,0.170332983021133,0.412714166247214,35.4836048387165,2048.10279496712,1264.45224149106
2024-07-25_12:52:28_40,Ocusync2_Downlink,0.000188414182048,0.238235712051392,0.242722392082214,0.480958104133606,0.045121554285288,0.002035918878391,0.045121159404516,0.00203595450148,5.37930011749268,1288.23840332031,8.84388477857802,1.714060439835,0.031279800893977,5811,5965,0.002035954268649,0.03018100745976,24.4314517974853,0.03018100745976,5.10437985212775E-06,0.002259287517518,2.95758434414213,16.1554201330215,14.824010848999
2024-07-25_12:52:28_41,Ocusync2_Downlink,-0.000157558431965,0.32407358288765,0.32407358288765,0.592663109302521,0.044148549437523,0.001949069555849,0.04414826631546,0.001949094352312,7.34052610397339,-2056.84692382812,11.6727631377657,0.772315256928314,0.017375380778149,5148,5380,0.001949094119482,0.019969632849097,21.0502166748047,0.019969632849097,4.024534518976E-06,0.002006124239415,2.22049832918319,7.75491581392973,10.2455968856812
2024-07-25_12:52:28_42,Ocusync2_Downlink,0.000155787565745,0.351850509643555,0.363097339868546,0.714947819709778,0.083676710724831,0.007001766934991,0.083676561713219,0.0070017920807,4.33928775787354,2330.72094726562,6.86296408790575,0.40504361777165,0.019073574138127,3212,3330,0.007001791615039,0.058702874928713,47.262092590332,0.058702874928713,5.10661811858881E-05,0.007146060466766,2.04501337526729,5.97340847823511,8.38397884368897
2024-07-25_12:52:28_43,Ocusync2_Downlink,0.001827274565585,0.226556092500687,0.226556092500687,0.425171047449112,0.049447324126959,0.002441698685288,0.049413546919823,0.002445037709549,4.5817666053772,123.985794067383,7.03316419942117,0.480503430534002,-0.013659455412728,2394,2360,0.002445037709549,0.025975970551372,11.7361812591553,0.025975970551372,6.0483089328045E-06,0.002459330949932,2.44065238675076,11.8960643421516,10.6239547729492
2024-07-25_12:52:28_44,Ocusync2_Downlink,0.001213047420606,0.597088277339935,0.597088277339935,1.09074282646179,0.1099002212286,0.012076587416232,0.109893530607224,0.0120780589059,5.43300342559814,492.221710205078,8.2545421950418,0.358958513979672,-0.010565986902454,5476,5590,0.012078059837222,0.143051892518997,135.878173828125,0.143051892518997,0.000167102363775,0.012926807627082,2.67610595805709,12.9533343691219,11.8439464569092
2024-07-25_12:52:28_45,Ocusync2_Uplink,-0.003000814234838,0.863362789154053,0.863362789154053,1.62955617904663,0.244149938225746,0.059600181877613,0.244131490588188,0.059609193354845,3.53619909286499,-287.709503173828,6.44302045016903,0.86652928100304,0.125994854532211,721,696,0.059609189629555,0.495601624250412,85.8372344970703,0.495601624250412,0.004671658854932,0.068349532783032,2.58512190142337,9.29682110270926,8.31418132781982
2024-07-25_12:52:28_46,Ocusync2_Uplink,0.002797867404297,0.258788138628006,0.258788138628006,0.515617251396179,0.0751126781106,0.005634085740894,0.075060546398163,0.005641913972795,3.44533228874207,92.4947814941406,5.22039215546919,0.353456358839218,-0.035810292837038,725,730,0.005641914438456,0.039251424372196,8.46287155151367,0.039251424372196,3.52686329279095E-05,0.005938739981502,2.00976742547209,4.87032149755166,6.95711088180542
2024-07-25_12:52:28_47,Ocusync2_Uplink,0.005124183837324,0.541718423366547,0.541718423366547,1.06761002540588,0.147303000092506,0.021671913564205,0.147213831543922,0.021698173135519,3.67757892608643,105.717994689941,6.11369052816603,0.607709027585857,0.074832642721837,942,950,0.021698173135519,0.161522552371025,41.6604919433594,0.161522552371025,0.000490282196552,0.022142317146063,2.10012928875023,6.09577535678256,7.44406223297119
2024-07-25_12:52:28_48,Ocusync2_Uplink,0.004915462806821,0.894880771636963,0.894880771636963,1.69604301452637,0.251929998397827,0.063444547355175,0.251882016658783,0.063468717038632,3.55210089683533,182.054229736328,6.64944293565663,0.711363449392768,-0.032637418407071,1050,1050,0.063468717038632,0.496632188558579,137.092422485352,0.496632188558579,0.004227936733514,0.065022587776184,1.9781955518005,5.45712052914803,7.82483434677124
2024-07-25_12:52:28_49,Ocusync2_Uplink,-0.000490021368023,0.785690605640411,0.785690605640411,1.46770572662354,0.211256384849548,0.044629018753767,0.211255818605423,0.044629257172346,3.71913313865662,-1603.38024902344,7.09058028881318,0.442091565958472,-0.018677222276374,887,890,0.044629257172346,0.347479313611984,80.3326644897461,0.347479313611984,0.002020338317379,0.044948171824217,1.90882334009052,5.11552144841516,7.78590869903564
2024-07-25_12:52:28_50,Prius_Fob,0.000121573328215,0.67177426815033,0.67177426815033,1.34117722511292,0.365490019321442,0.133582964539528,0.365490019321442,0.133582964539528,1.83800983428955,5525.67138671875,2.44463144434613,-1.34223052404245,-0.000222673126871,812711,586500,0.133582968097306,1103.54758056266,157580.88115005,1103.54758056266,18.3240012938129,4.28065430674014,110.296307541105,19954.4003540618,8261.13984650202
2024-07-25_12:52:28_51,Prius_Fob,0.000251570891123,1.17942404747009,1.17942404747009,2.30903577804565,0.559005796909332,0.312487423419952,0.559005737304688,0.312487483024597,2.10986018180847,4688.2373046875,2.74378989848977,-1.33881709955641,7.20354823521002E-05,1053173,740500,0.312487454875098,2558.38189331533,466541.270228882,2558.38189331533,131.994240998963,11.488874661992,108.089200921534,16809.414098957,8187.15072686012
2024-07-25_12:52:28_52,Prius_Fob,0.000306487985654,0.544669210910797,0.544669210910797,1.0393590927124,0.159320056438446,0.025382803753018,0.159319818019867,0.02538288012147,3.41871094703674,1777.13073730469,4.61189308862494,-0.862710148375985,-0.000889976330687,832568,591600,0.02538288627158,117.286017579446,30459.4635258955,117.286017579446,0.367106275297857,0.605892956963404,78.7452192107437,9443.01088518657,4620.67301269702
2024-07-25_12:52:28_53,Prius_Fob,0.000277043436654,0.376956582069397,0.376956582069397,0.735755681991577,0.092321045696735,0.008523094467819,0.09232060611248,0.008523175492883,4.08310556411743,1360.64074707031,5.85572880245659,-0.342438515870724,-0.003922017426079,751680,593900,0.008523174079794,32.590338440815,10227.8088957529,32.590338440815,0.022530650975392,0.150102135146011,89.3696596787309,11907.7149725778,3823.7325831555
2024-07-25_12:52:28_54,Prius_Fob,0.00018360739341,0.450590908527374,0.450590908527374,0.871425032615662,0.172668144106865,0.029814254492521,0.172668039798737,0.029814288020134,2.60957741737366,2454.10009765625,3.41584765056188,-1.19625080271897,-0.00074769084251,843599,582800,0.02981428996091,93.3127247769389,34775.3878104059,93.3127247769389,0.525317999166222,0.724788244362602,54.4166040550004,4031.73517750863,3129.79866028276
2024-07-25_12:52:28_55,Silverado_Fob,0.000346190819982,0.573353886604309,0.573353886604309,1.1204868555069,0.148466259241104,0.02204211242497,0.148465856909752,0.022042231634259,3.86184644699097,1656.1787109375,6.35441520539048,0.275412996490119,-0.004120715078049,37476,39600,0.022042231998562,237.896111111111,1763.37855988497,237.896111111111,1.50475720465707,1.22668545465293,184.282581344653,35429.2703856299,10792.7414576995
2024-07-25_12:52:28_56,Silverado_Fob,6.84040514897788E-06,0.481319695711136,0.487679779529572,0.96899950504303,0.189871340990067,0.036051128059626,0.189871340990067,0.036051128059626,2.56847500801086,71293.9921875,8.81348532029548,0.950438674211731,0.000493087260307,42896,45000,0.036051133027371,323.239111111111,3244.60197246339,323.239111111111,4.34417063182975,2.08426740890648,137.775983037656,19995.5724969532,8966.12904969449
2024-07-25_12:52:28_57,Silverado_Fob,0.000148759339936,0.375429630279541,0.383141547441483,0.758571147918701,0.096094064414501,0.009234046563506,0.096093945205212,0.009234069846571,3.98715090751648,2575.57983398438,6.77610911167384,0.717441280762165,-0.009426338188755,46961,49500,0.009234070685548,94.8334545454545,923.407068554833,94.8334545454545,0.201280267801907,0.448642695027911,192.550296428712,40063.7273477961,10269.9511163449
2024-07-25_12:52:28_58,Silverado_Fob,0.000160343202879,0.463395714759827,0.463395714759827,0.92595636844635,0.182597205042839,0.033341716974974,0.182597145438194,0.033341739326716,2.53780293464661,2890.02416992187,6.90250818147812,0.574049258932081,-0.000328965749984,38410,40800,0.033341739243646,452.374901960784,2731.35527883943,452.374901960784,5.37837913115348,2.31913327153777,183.775294364289,35449.7502914049,13567.8255610796
2024-07-25_12:52:28_59,Silverado_Fob,0.000298985978588,0.524795114994049,0.524795114994049,0.992883503437042,0.129900902509689,0.016874155029655,0.129900559782982,0.016874246299267,4.03996515274048,1755.24987792969,6.64256567392788,0.307696907801368,-0.001030707021157,38103,40300,0.016874244358014,155.719106699752,1366.8137929991,155.719106699752,0.672066908012051,0.819796869969659,173.127200137731,32290.5011142283,9228.21214366262
2024-07-25_12:52:28_60,X10,6.14148666500114E-05,0.70951634645462,0.70951634645462,1.40636336803436,0.213949471712112,0.04577437415719,0.213949471712112,0.04577437415719,3.31627988815308,11552.84375,10.7336946836184,2.50898591677055,-0.004236615881341,83714,88000,0.045774366924382,26.8076193181818,8108.79177755347,26.8076193181818,0.277651580383616,0.52692654173387,23.6218661453404,719.209760968156,585.646970551605
2024-07-25_12:52:28_61,X10,6.02871732553467E-05,0.272572934627533,0.279070198535919,0.551643133163452,0.08043248206377,0.006469380576164,0.080432459712029,0.006469383835793,3.46962070465088,4629.0146484375,7.81569372354245,1.477251684963,-0.000833991655649,70809,74000,0.006469384312237,1.58203916807432,970.407646835565,1.58203916807432,0.001786356532836,0.042265311223698,15.3407428221465,329.419596520301,244.542462113718
2024-07-25_12:52:28_62,X10,0.000162479831488,0.44465234875679,0.44465234875679,0.838009238243103,0.090261109173298,0.008147040382028,0.090260960161686,0.008147067390382,4.92628955841064,2736.66186523437,7.76169303951607,0.585770508621292,0.00486528561358,79990,83500,0.00814706763299,2.92416485778443,1374.81766306703,2.92416485778443,0.002899843101191,0.053850191282768,25.0975880617474,806.148554239905,358.922374222554
2024-07-25_12:52:28_63,X10,0.000151362924953,0.405452132225037,0.405452132225037,0.794008493423462,0.086964376270771,0.007562780287117,0.086964249610901,0.007562802638859,4.662278175354,2678.67529296875,7.2003448818967,0.369906418493343,-0.002758788968965,86293,76000,0.007562803147437,2.05910567434211,1161.64656344628,2.05910567434211,0.001674888907542,0.040925406626471,23.3030369273881,727.526046757024,272.26752226653
2024-07-25_12:52:28_64,X10,0.000247515388764,0.799181938171387,0.802518308162689,1.60170030593872,0.24801316857338,0.061510462313891,0.248013034462929,0.061510529369116,3.23578906059265,3242.29663085937,7.21441864191626,1.01370433454052,-0.006852830744074,66087,66000,0.061510528383051,29.4135151515152,8303.92133171184,29.4135151515152,0.316781361296779,0.562833333498274,26.7436101795749,1017.84762057822,478.186676731915
