File,Mean,Max,Peak,Peak to Peak,RMS,Variance,Standard Deviation,Power,Crest Factor,Pulse Indicator,Margin,Kurtosis,Skewness,Zero Crossings,Samples,Mean of Band Power Spectrum,Max of Band Power Spectrum,Sum of Total Band Power,Peak of Band Power,Variance of Band Power,Standard Deviation of Band Power,Skewness of Band Power,Kurtosis of Band Power,Relative Spectral Peak per Band
2024-07-25_12:52:28_121,-0.0010832820553332567,0.6511417031288147,0.6511417031288147,1.1935088634490967,0.16797739267349243,0.028215233236551285,0.16797390580177307,0.0282164067029953,3.8763651847839355,-601.0823364257812,6.441637080641334,0.6290636427800296,-0.010114856992910376,721,730,0.02821640856564045,0.2487351894378662,42.32461166381836,0.2487351894378662,0.000945249164942652,0.030744904652237892,2.3572833478918946,8.331736034967882,8.815267562866211
2024-07-25_12:52:28_122,0.007956625893712044,0.8322442173957825,0.9446732997894287,1.7769174575805664,0.24869206547737122,0.06178444251418114,0.24856476485729218,0.0618477463722229,3.7985663414001465,118.72787475585938,7.007834524407674,0.6868920264740259,0.06464886285009429,940,950,0.0618477463722229,0.4554674029350281,118.74767303466797,0.4554674029350281,0.0039192261174321175,0.06260371953248978,2.038664001777753,5.969228825381613,7.364333152770996
2024-07-25_12:52:28_123,0.003779664868488908,0.40829360485076904,0.40829360485076904,0.7902710437774658,0.10811679065227509,0.011674953624606133,0.10805069655179977,0.011689240112900734,3.7764124870300293,108.02375793457031,6.426586201956675,0.6821579814345182,0.030858732278648618,1028,1050,0.01168923918157816,0.07430323958396912,25.248756408691406,0.07430323958396912,0.00013936863979324698,0.011805449612438679,1.8148997133760307,4.07735123729727,6.356550693511963
2024-07-25_12:52:28_124,0.000982343452051282,0.4880382716655731,0.4880382716655731,0.8934012651443481,0.13405045866966248,0.01796855963766575,0.13404685258865356,0.0179695263504982,3.6407058238983154,496.8102111816406,5.947564383443452,0.33999182139712536,0.09896225680762424,881,890,0.0179695263504982,0.14757996797561646,32.34514617919922,0.14757996797561646,0.0003547126252669841,0.018833816051483154,2.192131573054153,6.881297278530429,8.212791442871094
2024-07-25_12:52:28_125,0.0001225821179104969,0.7491074800491333,0.7491074800491333,1.492649793624878,0.41680189967155457,0.17372383177280426,0.41680189967155457,0.17372383177280426,1.7972745895385742,6111.06640625,2.3961059835968688,-1.3459441439412718,-0.00010200366377103941,843435,586500,0.173723833674871,1521.7490059676045,204932.9729468942,1521.7490059676045,33.43965343977058,5.782702952752335,108.1910485765875,19102.250749839095,8759.586832602372
2024-07-25_12:52:28_126,0.0001402900234097615,0.7111802101135254,0.7111802101135254,1.4096790552139282,0.3551698923110962,0.1261456310749054,0.3551698625087738,0.12614566087722778,2.002366304397583,5069.35693359375,2.6067308299022875,-1.34763017869396,0.0003444580019779488,1044369,740500,0.12614568104367704,1070.732186360567,188334.49263276148,1070.732186360567,22.07686821069376,4.698602793458259,112.49014313528328,18077.136104257213,8488.060609778893
2024-07-25_12:52:28_127,3.082342345805955e-07,0.5051702260971069,0.5051702260971069,1.0084975957870483,0.3089388608932495,0.0954432263970375,0.3089388608932495,0.0954432263970375,1.6351786851882935,1638916.625,2.2932314458299676,-1.3426430962643547,9.245672970227493e-06,814428,591600,0.09544321002199313,534.0621501014199,114531.85202639176,534.0621501014199,7.968992386981145,2.8229403796363015,79.51608385578031,9626.777964779301,5595.601300274321
2024-07-25_12:52:28_128,0.00016036521992646158,0.5169441103935242,0.5169441103935242,1.0101242065429688,0.2139016091823578,0.045753851532936096,0.21390150487422943,0.04575389623641968,2.4167377948760986,3223.54248046875,3.223476582557699,-1.216151394730028,-0.0005949839548990877,822806,593900,0.045753886936139264,305.4771779760903,54904.66432336712,305.4771779760903,2.178350463272171,1.4759235966919733,83.24866554704113,9951.927438112036,6676.5295460571115
2024-07-25_12:52:28_129,0.0002750924904830754,0.4266406297683716,0.4266406297683716,0.8150912523269653,0.11267808079719543,0.012696273624897003,0.11267774552106857,0.012696349062025547,3.786367654800415,1550.8988037109375,5.248959057653081,-0.6234692087568461,-0.003245643220123495,776131,582800,0.012696348949352884,29.43859299931366,14809.021414525205,29.43859299931366,0.04862408425915732,0.22050869429380177,54.13616926796136,4014.3157925812693,2318.6660288518697
2024-07-25_12:52:28_13,0.00020475394558161497,0.8447389006614685,0.8447389006614685,1.6628481149673462,0.4165515899658203,0.1735151708126068,0.41655153036117554,0.1735152304172516,2.027933359146118,4125.62939453125,3.0355395690313105,-1.0977988324582553,0.0008140835048324604,179227,194700,0.1735152546481842,13817.483636363637,67779.39634694696,13817.483636363637,1741.6865092227051,41.73351781509324,293.2222858264894,89381.18589486436,79632.6735904556
2024-07-25_12:52:28_130,0.0002445515419822186,0.39073705673217773,0.4063761234283447,0.7971131801605225,0.12059427797794342,0.014542919583618641,0.12059402465820312,0.014542979188263416,3.369779586791992,1661.7197265625,6.040924014744603,0.3589052431277464,-0.005743927264306214,36792,39600,0.014542979229795739,173.81117424242424,1163.4383383836591,173.81117424242424,0.811796677362555,0.9009976011968928,182.03349035661583,34725.88066460451,11951.552119824177
2024-07-25_12:52:28_131,0.00012694661563728005,0.5296897888183594,0.5296897888183594,1.0498183965682983,0.17479127645492554,0.03055197186768055,0.17479121685028076,0.030551988631486893,3.0304131507873535,4172.53955078125,6.8608859956090225,0.8791473648396111,0.002907736599493683,42466,45000,0.03055198972271432,263.68506666666667,2749.6790750442888,263.68506666666667,2.878093991545949,1.6964946187789542,137.86556851525842,20027.84845845847,8630.700293494345
2024-07-25_12:52:28_132,3.967914017266594e-05,0.4627119302749634,0.4668113887310028,0.9295233488082886,0.17010831832885742,0.0289368387311697,0.17010831832885742,0.02893684245646,2.7442009449005127,11764.6552734375,8.607660525996794,1.3157479698237076,0.0007896031675351422,47805,49500,0.02893684494372711,399.1569292929293,2893.684494372711,399.1569292929293,3.5867443976063305,1.8938702166743977,191.33762889633664,39630.05939159216,13794.07223106602
2024-07-25_12:52:28_133,8.927901217248291e-05,0.2571749985218048,0.262824684381485,0.5199996829032898,0.09658177196979523,0.009328030049800873,0.09658172726631165,0.009328038431704044,2.721266031265259,2943.857421875,6.370306011155197,0.557318572028505,-0.003619831138008154,39022,40800,0.009328038438227246,88.83465686274509,764.152908859576,88.83465686274509,0.27135934977414367,0.5209216349645537,144.16870917717188,22750.530988674473,9523.40167239145
2024-07-25_12:52:28_134,0.00034235857310704887,0.3661563992500305,0.3661563992500305,0.71799236536026,0.08346498757600784,0.006966286338865757,0.08346427977085114,0.0069664036855101585,4.386946201324463,1069.5113525390625,6.5377090725856295,0.03034683225334911,-0.009762684362139866,39189,40300,0.006966403294177204,21.55712624069479,564.2786668283535,21.55712624069479,0.013772792261380663,0.11735754028344605,160.75331570077026,28499.626501907693,3094.4413250827856
2024-07-25_12:52:28_135,5.7851131714414805e-05,0.5178428888320923,0.5178428888320923,1.0225234031677246,0.1514080911874771,0.022924404591321945,0.15140807628631592,0.022924410179257393,3.420179843902588,8951.30078125,9.647980940572976,2.4208359334175897,-0.0003842296108932629,84040,88000,0.022924405838543497,13.02883096590909,4060.9897210804647,13.02883096590909,0.06746958770277035,0.2597490860479982,23.516004265844362,708.2312091012508,568.3388724519666
2024-07-25_12:52:28_136,0.00015813246136531234,0.424747109413147,0.424747109413147,0.8422442078590393,0.0978713110089302,0.009578769095242023,0.09787118434906006,0.009578793309628963,4.339853286743164,2686.02099609375,6.92964940905662,0.5708830814533843,-0.010583135295027662,71611,74000,0.009578794346311597,1.4100407516891893,1436.8191519467396,1.4100407516891893,0.0015886638322858359,0.0398580460169065,15.158113138819644,320.80351258904267,147.20440806124398
2024-07-25_12:52:28_137,7.640410331077874e-05,0.22832423448562622,0.22832423448562622,0.4418635070323944,0.05169181525707245,0.002672038273885846,0.05169176310300827,0.00267204362899065,4.417028903961182,2988.376708984375,7.642440182752353,1.1214723387712446,0.004211578632812002,81222,83500,0.00267204394183245,1.6742739520958083,450.9074151842259,1.6742739520958083,0.0006255410550544736,0.025010818760178036,26.093918438874596,892.6386872215417,626.589228524294
2024-07-25_12:52:28_138,5.446969953482039e-05,0.24802157282829285,0.24802157282829285,0.48828864097595215,0.06796615570783615,0.004619395826011896,0.06796614080667496,0.00461939861997962,3.6491923332214355,4553.38623046875,7.734278632117035,1.4598362827879603,0.0034403291968049306,87819,76000,0.004619398846222653,2.1193723273026315,709.5396627797995,2.1193723273026315,0.0022594280884485726,0.04753344179047603,22.57674019439669,665.5724717026445,458.7982977559238
2024-07-25_12:52:28_139,7.639231625944376e-06,0.4669708013534546,0.4669708013534546,0.93126380443573,0.16570860147476196,0.027459340170025826,0.16570860147476196,0.027459340170025826,2.818023920059204,61127.98046875,9.913900700256685,1.140723712771183,-0.0003210479152200288,66565,66000,0.027459339486372854,13.60879071969697,3707.010830660335,13.60879071969697,0.07070912056869612,0.2659118661675257,26.883635035470842,1025.8350024575366,495.59789034439643
2024-07-25_12:52:28_14,0.00010455201118020341,0.5423670411109924,0.5423670411109924,1.0726079940795898,0.28094911575317383,0.07893238961696625,0.28094908595085144,0.07893240451812744,1.9304814338684082,5187.533203125,3.047972644258246,-1.0361850035953084,0.0006414849999241212,182076,202400,0.07893240870284254,9673.193359683795,31967.62552465123,9673.193359683795,496.77511023160883,22.288452396512614,409.2311107508962,175691.5953811499,122550.33792393871
2024-07-25_12:52:28_140,0.009375184774398804,0.37371039390563965,0.37371039390563965,0.7179341912269592,0.16165152192115784,0.02604331634938717,0.16137941181659698,0.02613121271133423,2.3118271827697754,39.861656188964844,3.7960296394366666,-0.47875251611455694,0.019619010157855804,342,423,0.02613120898604393,0.2572539448738098,22.577363967895508,0.2572539448738098,0.001215851167216897,0.034869056195020676,2.6521154788265227,9.1982204940908,9.844700813293457
2024-07-25_12:52:28_141,0.014251708984375,0.8562293648719788,0.8562293648719788,1.7095730304718018,0.4176548719406128,0.17423248291015625,0.4174116551876068,0.1744356006383896,2.050088405609131,60.07906723022461,3.9535459369357553,-0.5496450473454311,-0.02027947943088139,330,428,0.1744355857372284,1.8023673295974731,150.71234130859375,1.8023673295974731,0.06212300434708595,0.24924486875534058,2.950859059011158,11.05519121569083,10.332566261291504
2024-07-25_12:52:28_142,-0.00696945795789361,0.32851478457450867,0.32851478457450867,0.6426669359207153,0.14381012320518494,0.020632781088352203,0.1436411589384079,0.0206813532859087,2.284364700317383,-47.13634490966797,3.5987861513082615,-0.6931419205495981,0.10374280919845497,319,400,0.02068135514855385,0.19755597412586212,16.54508399963379,0.19755597412586212,0.0008013492333702743,0.028308112174272537,2.498739428587302,7.449800632540752,9.55237102508545
2024-07-25_12:52:28_143,0.0042015668004751205,0.6087595224380493,0.6190524101257324,1.2278119325637817,0.23441356420516968,0.054932061582803726,0.23437589406967163,0.05494971573352814,2.6408557891845703,147.33847045898438,6.591553536302346,0.7157739137769172,-0.044672405871086854,565,650,0.05494971200823784,0.565331757068634,74.18211364746094,0.565331757068634,0.005894411820918322,0.07677507400512695,2.986818321701909,11.281452894437747,10.288166046142578
2024-07-25_12:52:28_144,0.0019787494093179703,0.2678389847278595,0.2678389847278595,0.5306008458137512,0.11539649218320847,0.013312434777617455,0.11537952721118927,0.013316350989043713,2.3210322856903076,135.3577117919922,5.369377546689868,-0.04086196390686814,0.016980576700272566,352,500,0.013316350989043713,0.20564843714237213,13.316350936889648,0.20564843714237213,0.00041908802813850343,0.020471639931201935,4.113363350035929,26.020292040576425,15.443302154541016
2024-07-25_12:52:28_145,-0.00044045603135600686,0.7690283060073853,0.7720057964324951,1.5410341024398804,0.4454566538333893,0.19843146204948425,0.44545647501945496,0.19843162596225739,1.7330660820007324,-1752.7420654296875,3.209373577439233,-0.8973004055171034,0.00046398949024421815,3654,6200,0.19843164086341858,217.96334838867188,2480.3955078125,217.96334838867188,15.582892417907715,3.947517156600952,42.44406949706203,2015.271748034381,1098.430419921875
2024-07-25_12:52:28_146,0.0001761536841513589,0.6543441414833069,0.6595088839530945,1.3138530254364014,0.35052451491355896,0.1228674128651619,0.3505244851112366,0.12286743521690369,1.8814914226531982,3743.9404296875,2.911345452157014,-1.062855977705734,8.165635100327034e-06,3181,5700,0.12286743521690369,120.0683364868164,1415.432861328125,120.0683364868164,6.076791763305664,2.4651150703430176,41.059464124453996,1820.7034939360412,977.2185668945312
2024-07-25_12:52:28_147,-0.0006015882827341557,0.43973737955093384,0.4428521692752838,0.88258957862854,0.24531225860118866,0.060177743434906006,0.24531152844429016,0.06017810106277466,1.8052589893341064,-736.1383056640625,2.896006067136195,-1.0352842765001689,0.0028065585171396334,3172,5800,0.06017810478806496,67.13349914550781,701.9174194335938,67.13349914550781,1.3953543901443481,1.1812511682510376,43.2108422106223,2128.8696494062565,1115.5802001953125
2024-07-25_12:52:28_148,0.00047433911822736263,0.7956383228302002,0.7956383228302002,1.5790148973464966,0.44085484743118286,0.19435276091098785,0.44085457921028137,0.19435298442840576,1.804762601852417,1677.36181640625,2.783369043299368,-1.1009790813667644,-0.0028333584303766057,3016,5600,0.19435299932956696,225.58038330078125,2186.47119140625,225.58038330078125,15.557794570922852,3.9443371295928955,44.049300898241874,2204.9995435576793,1160.673583984375
2024-07-25_12:52:28_149,0.001217770972289145,0.6717754602432251,0.6802976727485657,1.3520731925964355,0.3913649618625641,0.1531650424003601,0.3913630545139313,0.1531665325164795,1.7382692098617554,558.6417236328125,2.619741016698854,-1.1597068983177936,-0.0023686111703016518,2728,5400,0.1531665325164795,154.79078674316406,1654.1986083984375,154.79078674316406,9.221113204956055,3.036628484725952,40.24884306196629,1772.777069227364,1010.6044921875
2024-07-25_12:52:28_15,-2.873695302696433e-05,0.4719387888908386,0.4719387888908386,0.9209813475608826,0.1732744723558426,0.03002403862774372,0.1732744574546814,0.03002404049038887,2.7236487865448,-16422.71484375,7.984968524733446,0.9983198398481297,-0.003525123688862118,43573,58800,0.03002403726702877,57.841169217687074,3545.7787531615636,57.841169217687074,0.25824514692666417,0.508178262941917,46.81918116992621,3693.6251460533304,1926.4953844567065
2024-07-25_12:52:28_150,0.0031303325667977333,0.5172064900398254,0.5172064900398254,0.8905134797096252,0.1161523386836052,0.013481566682457924,0.11611014604568481,0.013491365127265453,4.452828884124756,165.22413635253906,6.947803485460523,0.6802454375980158,0.018614728449621774,629,520,0.013491364195942879,0.2695925533771515,14.570672988891602,0.2695925533771515,0.0005685724318027496,0.023844756186008453,4.683750007347169,33.35599415779952,19.982601165771484
2024-07-25_12:52:28_151,0.001930086873471737,0.13942769169807434,0.15801046788692474,0.2974381446838379,0.04719947651028633,0.0022240651305764914,0.04715999588370323,0.002227790653705597,3.3477165699005127,81.86702728271484,4.921337167150806,-0.06242280178565229,-0.0030266153634401875,598,550,0.0022277904208749533,0.015041923150420189,2.5062642097473145,0.015041923150420189,5.78221943214885e-06,0.0024046245962381363,2.1530580328901623,5.792813852653424,6.751946926116943
2024-07-25_12:52:28_152,0.0019036312587559223,0.14677178859710693,0.14677178859710693,0.2915455400943756,0.04685221239924431,0.0021915058605372906,0.04681352153420448,0.002195129869505763,3.1326544284820557,77.1009521484375,4.580449333788038,-0.07111163465920134,-0.01948343359372474,522,500,0.002195129869505763,0.01608429104089737,2.195129871368408,0.01608429104089737,5.871332632523263e-06,0.0024230831768363714,2.385163064028673,7.300516695768323,7.327261924743652
2024-07-25_12:52:28_153,0.0005470790201798081,0.20184990763664246,0.22227060794830322,0.4241205155849457,0.05754644051194191,0.003311293199658394,0.057543836534023285,0.0033115928526967764,3.8624563217163086,406.2861022949219,6.79876062385298,0.6433021802026704,-0.04047559291212496,656,510,0.0033115926198661327,0.0843188688158989,3.39107084274292,0.0843188688158989,5.361238800105639e-05,0.007322048302739859,4.744134046736149,34.546379527582054,25.461727142333984
